ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
A,131.35,130.26,-0.91,-0.08,2470803,1.09,-2.09,3.74,7.17,-4.38,-4.39,47.97,2.65,2.88,2.36,-0.63,-18.72
AA,44.37,43.48,-1.14,0.89,7534045,1.24,-9.96,-28.95,-34.77,-31.55,-19.66,24.01,4.49,6.51,-29.3,-21.9,-48.47
AAA,24.97,24.93,-0.06,0.12,6705,0.74,-0.18,-0.38,-0.54,-0.18,-0.22,43.99,0.37,0.36,-0.16,-0.25,-0.86
AAAC,20.07,20.07,0,0,15,0.0,0.07,-0.02,0.1,-0.15,0,56.97,0.04,0.08,0.06,,-0.57
AAAD,49.98,49.98,-0.26,-0.26,10,0.05,0.31,-0.53,0.11,0.11,0.11,48.72,0.0,0.19,,,-0.86
AAAP,25.29,25.29,0,0,6,0.0,0.24,0.66,0.66,0.66,0.66,91.51,0.24,0.08,,,0.0
AAC.U,10.03,10.03,-0.59,-0.59,103,0.0,-0.59,-0.4,-0.4,-0.4,-0.4,,1.11,0.3,,,-0.64
AACB,10.5,10.5,-0.38,-0.38,60286,3.2,-0.38,0,0.96,1.65,1.94,48.56,0.27,0.32,0.32,2.14,-0.85
AACG,0.92,0.95,-3.05,-6.11,2295,0.5,2.15,3.26,-9.52,-6.86,20.25,42.83,6.05,7.25,-10.98,-10.62,-63.17
AACI,10,9.97,0,0.3,10143,0.5,0.2,-0.1,0.76,0.2,0.2,54.71,0.19,0.23,0.37,,-0.3
AACIU,10.14,10.14,0.6,0.6,136,0.05,-0.59,-1.55,1.4,1.71,1.71,57.77,0.46,0.87,1.34,,-5.67
AACO,9.98,9.98,0,0,6158,0.28,0.2,0.81,1.01,0.3,0.3,61.79,0.1,0.19,,,-0.1
AACOU,10.1,10.1,0,0,229,0.1,0.9,-2.88,1.51,1.1,1.1,56.27,0.26,1.88,1.15,,-10.06
AACP,9.99,9.98,0,0.1,4243,0.25,0.3,-0.1,0.3,0.3,0.3,53.4,0.14,0.19,,,-0.3
AACPU,10.22,10.22,0,0,400,0.4,0,-1.26,1.69,2.1,2.1,51.1,0.25,0.53,0.71,,-4.49
AADR,82.47,81.42,-0.85,0.43,1924,1.6,-2.15,-4.25,-5.83,-12.25,-6.63,41.49,1.13,1.52,-2.98,-5.52,-17.24
AADX,16.82,16.85,-0.88,-1.06,422493,0.48,-18.16,-16.95,-18.8,-18.8,-18.8,38.27,9.63,10.41,,,-30.49
AAEQ,53.15,52.9,-0.25,0.22,318,1.22,-0.97,-0.35,5.16,7.98,7.33,47.57,0.23,0.66,-0.32,,-2.38
AAL,15.19,15.14,1.07,1.4,165913119,1.1,-9.93,-4.48,25.59,0.87,-1.5,41.13,4.03,4.56,0.73,11.47,-19.43
AALG,14.35,14.17,1.71,3.03,14685,0.81,-19.19,-11.19,44.11,-17.74,-18.82,39.32,6.89,8.82,-3.06,5.45,-35.81
AAME,1.61,1.57,-0.63,1.9,11818,0.79,-5.99,-10.29,-36.18,-45.1,-47.14,30.12,3.5,4.44,-18.0,-37.06,-57.68
AAMI,83.33,82.15,-0.77,0.65,284416,0.66,0.92,8.26,22.85,51.6,75.38,60.99,3.75,3.76,9.67,42.71,-4.18
AAOI,104.86,103.02,0.6,2.39,5163516,0.6,-11.12,-41.01,-37.37,161.41,183.45,37.14,11.13,15.44,-34.92,18.5,-55.91
