ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
A,146.26,148.72,1.88,0.2,1751901,1.03,6.01,11.17,32.88,16.16,9.16,73.04,2.7,2.62,10.48,13.49,-7.21
AA,50.69,51.63,2.91,1.04,5211544,1.09,17.37,6.02,-19.59,-18.65,-4.6,58.75,3.71,4.08,-6.39,-8.5,-38.81
AAA,24.96,24.93,-0.16,-0.06,3008,0.8,-0.08,-0.26,-0.14,-0.18,-0.18,44.51,0.3,0.33,-0.17,-0.21,-0.82
AAAC,20.07,20.07,0,0,12,0.18,0.15,0.12,0.15,-0.02,0.05,56.54,0.03,0.05,0.11,,-0.52
AAAD,49.45,49.44,-0.25,-0.22,210,0.52,0.01,-1.06,-0.99,-0.99,-0.99,38.55,0.01,0.23,,,-1.95
AAAP,25.35,25.32,0,0.1,485,0.01,0.16,0.5,0.82,0.82,0.82,71.52,0.03,0.08,,,-0.1
AAC.U,10.18,10.19,0.54,0.42,301539,12.45,0.89,1.09,1.19,1.19,1.19,66.53,0.58,0.56,,,-1.64
AACB,10.57,10.57,0.09,0.14,50215,1.76,-0.09,0.38,1.34,2.22,2.62,62.49,0.4,0.34,0.57,2.48,-0.19
AACBU,10.68,10.68,0,0,101,0.07,0,0,1.42,0.28,0.95,48.26,-0.0,4.1,0.65,,-18.54
AACG,0.87,0.87,1.14,1.12,3181,0.92,1.16,-8.53,-26.56,3.47,10.13,39.92,7.1,7.7,-11.7,-15.86,-66.27
AACI,10,10,0.1,0.1,392,0.0,0.1,0.5,0.6,0.5,0.5,61.23,0.04,0.16,0.49,,0.0
AACO,9.93,9.94,0.2,0.1,10049,0.71,0.1,0.35,0.4,-0.1,-0.1,51.29,0.1,0.21,,,-0.5
AACOU,10.05,10.05,0,0,497,0.02,-0.5,0.2,0.75,0.6,0.6,51.3,0.28,1.51,0.56,,-10.51
AACP,10.01,10.02,0.2,0.1,848306,25.45,0.1,0.7,0.7,0.7,0.7,62.81,0.06,0.16,,,-0.1
AADR,83.81,84.25,-0.12,-0.64,5367,1.59,1.84,1.08,-0.63,-12.29,-3.39,56.19,0.84,1.4,1.45,-2.07,-14.36
AADX,21.43,21.52,-0.09,-0.51,1052989,0.95,15.57,4.42,3.71,3.71,3.71,59.84,8.34,7.34,,,-11.22
AAEQ,55.28,55.16,-0.11,0.11,7105,15.34,2.16,2.52,4.71,11.98,11.9,65.59,0.2,0.7,3.53,,-0.24
AAL,15.74,15,-5.9,-1.25,38333790,0.64,-4.88,-11.24,18.58,-1.19,-2.41,44.6,4.08,4.76,-4.17,8.34,-20.17
AALG,14.98,13.48,-11.73,-1.91,27235,1.1,-12.25,-23.37,26.8,-17.81,-22.75,42.9,6.76,9.06,-12.63,-1.2,-38.92
AAME,1.53,1.46,-4.58,0,32858,2.82,-5.19,-12.05,-41.37,-43.72,-50.84,33.43,4.16,5.31,-13.54,-38.99,-60.65
AAMI,89.29,90.72,0.97,-0.62,411284,0.86,4.56,11.57,26.49,75.34,93.68,66.37,3.91,3.78,14.24,49.79,-3.09
AAOI,141.72,132.81,-2.08,4.49,18451522,1.36,47.9,11.88,-25.39,170.41,265.41,55.62,12.4,12.48,-3.41,42.98,-43.16
AAON,94,89.24,-5.89,-0.88,2575589,2.16,-1.13,-17.81,-35.33,-10.81,14.69,35.92,6.28,7.37,-23.13,-11.1,-40.69
AAP,57.44,55.73,-3.58,-0.62,1194701,1.0,-0.92,1.13,7.79,-3.9,40.8,47.06,4.98,4.72,-3.17,5.89,-14.54
AAPB,37.48,37.66,-3.56,-4.03,52255,0.42,-1.03,-5.82,6.03,16.24,17.69,42.83,4.35,5.85,-3.29,12.77,-20.93
