ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
A,157.13,153.43,-3.5,-1.18,3945982,2.23,3.8,9.23,33.44,22.25,12.62,65.07,2.44,2.76,11.18,16.82,-4.41
AA,51.5,49.39,-4.74,-0.68,5892368,1.02,-1.61,9.76,-31.88,-21.1,-8.74,48.7,3.61,4.86,-1.89,-13.47,-41.47
AAA,24.95,24.92,-0.12,0.0,8640,0.1,-0.12,0.16,-0.08,-0.68,-0.24,41.88,0.22,0.22,-0.21,-0.25,-0.87
AAAC,20.11,20.11,0.02,0.02,22,0.53,0.12,0.2,0.12,0.07,0.25,71.28,0.0,0.04,0.24,,-0.32
AAAD,49.59,49.59,0.1,0.1,11,0.26,0.2,-0.45,-0.67,-0.67,-0.67,47.41,0.0,0.2,-0.55,,-1.63
AAAP,25.39,25.4,0.02,0,3130,0.57,0.04,0.34,1.11,1.11,1.11,77.72,0.07,0.11,,,-0.08
AAC.U,10.18,10.19,0,-0.1,11719,0.3,0,1.09,1.19,1.19,1.19,60.55,0.41,0.55,,,-1.64
AACG,0.96,0.94,-3.09,-1.44,3979,0.0,0.96,5.98,-19.66,-1.29,18.99,48.17,10.31,9.85,-2.56,-7.82,-63.56
AACI,10,10.05,0.1,-0.4,12814,0.21,0,0.7,0.6,1.01,1.01,65.53,0.07,0.23,0.88,,0.0
AACO,9.97,9.98,0.1,0,11094,0.88,0.2,0.6,0.4,0.3,0.3,60.1,0.04,0.17,,,-0.1
AACOU,10.13,10.13,0.8,0.8,202,0.01,,0.3,1.3,1.5,1.4,57.99,0.19,1.45,1.33,,-9.8
AACP,10.03,10.07,0,-0.4,37199,0.22,0.4,0.8,1.21,1.21,1.21,73.66,0.14,0.2,0.82,,0.0
AACPU,10.28,10.26,-0.19,0.0,1452,1.81,0.2,0.2,1.48,2.5,2.5,55.31,0.11,0.45,0.93,,-4.11
AADR,83.59,83.72,-0.47,-0.63,2216,0.49,-2.02,1.38,-2.6,-12.28,-3.99,50.12,1.09,1.44,0.73,-2.68,-14.9
AADX,14.88,14.49,-3.14,-0.53,1980317,1.34,-20.52,-24.61,-30.17,-30.17,-30.17,30.1,7.46,9.97,-24.98,,-40.22
AAEQ,54.54,54.43,-0.35,-0.15,1354,1.15,-1.32,3.47,1.75,10.31,10.43,51.84,0.21,0.59,1.52,,-1.93
AAL,13.96,13.63,-1.37,1.01,55784133,1.03,-7.73,-1.69,-4.69,3.02,-11.32,36.58,3.21,4.13,-13.41,-2.04,-27.46
AALG,11.62,11.04,-2.88,2.31,32465,1.16,-13.31,-4.04,-18.07,-10.99,-36.76,35.75,4.99,8.25,-28.27,-18.75,-50.0
AAME,1.35,1.3,-3.7,0,44159,1.76,-9.72,-18.75,-41.7,-52.03,-56.23,28.12,5.33,6.01,-18.52,-43.82,-64.96
AAMI,91.96,91.9,-0.43,-0.37,229621,0.71,-0.58,13.43,26.62,67.09,96.2,62.49,3.37,3.04,10.9,46.39,-2.05
AAOI,109.12,107.63,-13.77,-12.57,14965203,1.16,-29.49,-1.23,-42.36,88.16,196.13,42.95,12.57,15.37,-15.65,10.04,-53.94
AAON,79.14,76.1,-4.2,-0.38,1791123,1.3,-13.36,-28.75,-44.73,-25.17,-2.2,27.15,5.78,7.12,-27.94,-23.55,-49.42
AAP,43.05,43.63,2.47,1.1,3181201,0.93,-21.99,-17.35,-22.56,-17.85,10.23,30.67,4.91,7.76,-22.4,-17.03,-33.09
AAPB,38.39,38.16,0.48,1.07,24801,0.43,2.59,-8.48,-3.75,21.27,19.27,47.19,3.77,4.57,-1.75,13.43,-19.87
AAPD,11.18,11.21,-0.27,-0.53,6228366,0.93,-1.41,3.22,-2.18,-14.26,-14.49,50.98,1.92,2.29,-0.73,-11.47,-29.96
AAPG,16.83,16.71,-1.71,-1.0,6537,0.92,-8.69,-7.01,-16.91,-34.34,-36.37,36.74,2.76,4.09,-7.88,-30.19,-61.54
AAPL,311.47,310.34,0.32,0.69,34647382,0.82,1.35,-3.56,0.25,14.19,13.99,48.23,1.99,2.38,-0.05,10.17,-9.93
AAPU,39.39,39.11,0.62,1.34,813105,0.53,2.49,-8.49,-4.6,19.2,16.0,46.73,3.99,4.81,-2.08,11.82,-20.0
AARD,6.75,6.88,0.88,-1.03,83297,0.57,5.2,8.35,50.22,-46.0,-48.27,53.18,12.81,12.27,15.54,-15.67,-61.65
AAT,22.95,23,0.74,0.53,617182,1.79,0.79,-5.74,0.74,19.11,21.76,44.66,1.96,1.96,-4.56,10.63,-11.44
AAUB,50.55,50.55,-0.64,-0.64,26,0.0,-2.38,2.64,2.16,2.16,2.16,52.56,2.49,0.86,,,-2.64
AAUC,23.54,23.35,-0.98,-0.17,690202,1.06,1.74,10.14,-15.09,-25.87,-0.04,57.48,4.82,4.75,4.3,-10.28,-27.48
AAUS,61.2,61.2,-0.3,-0.3,103,0.13,-1.46,3.46,2.11,10.26,11.05,52.48,0.35,0.63,1.6,7.59,-2.02
AAVM,34.63,34.63,-0.42,-0.42,326,0.54,-1.09,3.32,-0.26,2.6,16.32,57.4,0.36,0.71,2.14,6.98,-1.09
AAXJ,115.36,114.34,-1.7,-0.83,264188,0.79,-2.68,3.0,-2.54,6.16,20.08,50.75,1.47,2.0,-0.31,8.83,-8.45
