ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
A,140.28,141.11,1.37,0.78,1266391,0.63,1.37,8.54,19.97,8.28,3.57,62.55,2.9,2.78,5.93,7.71,-11.95
AA,47.83,47.69,1.84,2.14,4906142,1.11,6.33,-2.35,-26.5,-17.8,-11.88,47.35,4.06,4.49,-15.79,-15.21,-43.48
AAA,24.93,25.0,0.01,-0.25,5182,1.44,0.38,0.75,0.26,0.07,0.06,51.66,0.34,0.37,0.07,0.03,-0.58
AAAC,20.07,20.07,0.05,0.05,33,0.04,-0.05,0.17,0.15,-0.07,0,52.15,0.04,0.06,0.05,,-0.57
AAAD,49.63,49.64,0.09,0.08,374,0.83,-0.49,-1.16,-0.59,-0.59,-0.59,43.43,0.01,0.24,,,-1.55
AAAP,25.32,25.32,0.1,0.1,553055,3636.13,-0.02,0.4,0.8,0.8,0.8,74.25,0.02,0.07,,,-0.06
AAC.U,10.13,10.13,-0.5,-0.5,586,0.02,0.35,0.75,0.65,0.65,0.65,59.46,0.57,0.52,,,-2.17
AACB,10.55,10.56,0.19,0.09,333,0.01,-0.19,0.67,1.73,2.13,2.52,60.25,0.43,0.38,0.54,2.43,-0.28
AACBU,10.68,10.68,0,0,101,0.07,0,0,1.42,0.28,0.95,48.26,-0.0,4.1,0.65,,-18.54
AACG,0.84,0.88,-0.01,-4.99,2495,0.91,-6.99,-12.48,-23.79,7.13,11.9,40.13,7.1,8.01,-11.83,-14.94,-65.73
AACI,10,10,0.1,0.1,520,0.01,0.2,0.2,0.76,0.5,0.5,62.82,0.07,0.17,0.53,,0.0
AACO,9.93,9.94,0.2,0.1,10049,0.71,0.1,0.35,0.4,-0.1,-0.1,51.29,0.1,0.21,,,-0.5
AACOU,10.05,10.05,0,0,497,0.02,-0.5,0.2,0.75,0.6,0.6,51.3,0.28,1.51,0.56,,-10.51
AACP,10.02,10.01,0,0.05,14633,0.97,0,0.3,0.6,0.6,0.6,61.31,0.09,0.17,,,-0.1
AACPU,10.24,10.24,0.2,0.2,3802,3.8,0.2,-0.29,1.79,2.3,2.3,53.8,0.02,0.5,0.86,,-4.3
AADR,84.99,84.16,0.61,1.61,1283,0.49,3.62,2.76,-2.99,-7.94,-3.5,56.37,0.8,1.38,1.16,-2.17,-14.46
AADX,20.25,21.22,3.26,-1.46,894133,0.76,12.04,-7.86,2.27,2.27,2.27,58.79,9.11,7.79,,,-12.46
AAEQ,55.01,55.01,-0.11,-0.11,155,0.34,4.69,2.83,4.73,12.27,11.61,65.8,0.21,0.79,3.43,,-0.11
AAL,16.65,16.58,0.12,0.54,49957432,0.65,12.71,-8.32,26.18,15.78,7.87,58.34,4.37,4.32,6.27,20.21,-11.76
AALG,16.65,16.6,0.29,0.6,52288,1.74,23.94,-20.5,44.34,9.13,-4.88,56.75,7.34,7.45,7.79,22.03,-24.79
AAME,1.62,1.55,0.65,5.06,10083,1.09,-1.9,-8.82,-38.98,-38.49,-47.81,38.78,3.93,4.95,-10.34,-35.84,-58.22
AAMI,92.73,91.41,-0.55,0.88,379811,0.81,11.65,23.86,34.78,83.08,95.15,70.04,3.91,3.76,16.56,52.58,-2.35
AAOI,128.45,128.56,-2.33,-2.42,12420829,1.18,45.78,6.95,-25.52,220.2,253.72,54.64,12.33,12.16,-8.29,40.63,-44.98
AAON,94.44,93.15,-2.51,-1.16,920609,0.81,1.21,-13.65,-34.86,-1.11,19.71,36.43,6.26,6.91,-21.77,-7.33,-38.09
AAP,58.83,59.58,1.27,0,918798,0.7,2.95,-1.37,2.81,14.03,50.53,57.33,5.33,4.68,3.46,13.31,-8.63
AAPB,38.08,38.47,1.12,0.1,90568,0.77,-17.01,0.52,10.92,17.0,20.21,44.63,4.71,6.11,-1.43,15.58,-19.23
AAPD,11.29,11.17,-0.62,0.44,8629199,0.7,8.66,-2.02,-8.74,-13.21,-14.8,52.19,2.44,2.93,-1.87,-12.78,-32.85
AAPG,17,16.86,0.99,1.86,4617,0.84,-6.88,-9.24,-24.66,-28.77,-35.81,37.82,3.12,4.04,-8.06,-32.58,-65.21
AAPL,309.36,311,0.52,-0.01,49191444,0.77,-8.46,1.18,7.51,12.23,14.23,45.84,2.51,3.06,0.43,11.53,-9.74
AAPU,38.84,39.47,1.02,-0.58,3207761,1.29,-17.11,0.46,9.97,14.84,17.07,44.26,5.03,6.32,-1.81,13.73,-19.27
AARD,7.2,7.52,4.01,-0.41,195298,1.55,15.51,34.53,30.56,-35.23,-43.46,62.16,16.49,9.96,45.05,-10.96,-58.08
AAT,23.05,23.07,-0.43,-0.52,349682,0.74,-0.04,-9.71,9.34,20.16,22.13,33.92,2.23,2.35,-5.16,12.07,-11.17
AAUB,51.72,51.26,-0.3,0.59,6263,,5.47,3.59,3.59,3.59,3.59,,2.3,,,,-0.89
AAUC,19.48,19.68,4.57,3.48,730860,0.56,14.09,-20.77,-34.33,-37.46,-15.75,41.41,4.93,5.93,-15.66,-23.37,-38.88
AAUS,62.23,61.79,-0.12,0.59,5109,0.15,4.89,2.61,5.7,11.84,12.13,65.93,0.46,0.88,3.44,9.49,-0.78
AAVM,34.39,34.27,0.13,0.47,871,0.35,4.27,1.25,0.21,5.81,15.12,59.92,0.54,0.96,1.37,7.13,-1.66
AAXJ,114.22,113.73,-0.4,0.03,367426,0.87,6.42,-3.01,-2.58,13.45,19.44,52.33,1.89,2.5,-1.56,9.63,-8.94
AB,37.2,37.1,0.08,0.35,212963,0.85,-0.8,1.67,-7.02,-13.7,-3.39,49.96,1.69,1.76,0.75,-4.18,-15.89
ABAT,2.34,2.32,0,0.86,3034679,0.89,4.04,-18.02,-32.36,-40.21,-32.16,44.83,6.75,7.57,-18.31,-34.97,-79.81
ABBV,247,246.2,0.98,1.31,5189818,0.85,-6.82,-5.28,20.14,12.55,7.63,46.91,2.54,2.74,2.62,9.44,-7.95
ABCB,89.58,88.91,-0.63,0.12,364502,0.64,1.18,-1.01,1.63,4.46,19.87,50.55,2.17,2.15,0.8,9.52,-4.62
ABCL,6.05,5.92,-2.79,-0.66,4565681,1.02,10.86,-26.46,17.23,101.36,73.1,48.58,8.49,7.88,-3.49,32.05,-29.86
ABCS,36.09,35.99,-0.18,0.1,1315,0.57,0.39,5.71,11.66,13.89,18.07,70.75,0.48,0.85,6.56,14.33,-0.28
ABEO,6.88,6.8,-0.29,0.88,719721,0.72,12.03,5.75,13.71,36.27,28.3,59.7,5.76,4.72,11.17,27.42,-9.82
ABEQ,38.69,38.63,0.1,0.25,9242,0.79,-0.26,2.36,3.34,0.44,8.15,65.73,0.62,0.74,2.86,3.78,-3.62
ABEV,3.06,3.03,-0.33,0.66,51329734,1.67,-2.88,-0.66,-10.88,3.41,21.69,42.81,2.34,2.43,-3.02,6.07,-12.17
ABG,226.25,219.47,-1.52,1.53,250225,0.81,-9.05,7.58,10.91,-0.41,-5.66,49.93,4.17,4.16,5.64,1.14,-16.67
ABI,24.87,24.87,0,0,19,0.24,0.12,-0.16,-0.12,-0.86,0.16,59.95,0.0,0.06,0.1,-0.09,-1.93
ABIG,36.19,36.18,-0.65,-0.62,6825,2.3,7.04,4.74,8.03,16.56,12.22,68.39,0.27,1.0,5.61,11.88,-0.82
ABLV,0.72,0.72,-2.43,-2.03,30272,0.98,-16.79,-39.83,6.96,-18.88,14.6,22.81,7.73,9.42,-29.91,-13.53,-59.21
ABM,49.18,48.93,-0.51,0,495526,1.11,-0.65,10.95,20.16,3.45,15.67,63.97,2.44,2.44,9.21,13.57,-2.37
ABNB,153.91,152.49,1.71,2.66,4077598,1.17,0.32,2.26,8.53,25.74,12.17,60.33,2.83,2.83,7.23,14.69,-2.56
ABOS,2.26,2.24,0,0.89,296353,0.87,-2.18,-18.25,-11.81,-2.61,5.16,46.94,7.27,6.6,-5.31,-4.78,-37.78
ABR,5.22,5.17,-0.96,0,4459898,0.96,1.77,-0.96,-37.64,-33.29,-33.29,51.34,3.77,3.83,-0.27,-30.55,-58.89
ABR/PD,15.85,15.87,0.02,-0.13,4375,0.42,-0.17,-1.29,-6.63,-8.83,-7.45,40.18,0.77,0.81,-1.45,-7.04,-16.19
ABR/PE,15.77,15.73,-0.0,0.22,5811,0.94,-0.1,-1.78,-6.34,-10.8,-7.33,41.18,0.71,0.81,-1.45,-6.87,-17.18
ABR/PF,22.32,22.42,0.09,-0.36,7830,0.61,0.99,-0.66,-4.11,0.45,2.99,46.29,1.41,1.39,-1.12,-0.07,-5.0
ABSI,8.59,8.4,-0.94,1.24,2097547,0.83,18.64,-27.77,44.58,220.61,136.62,50.18,8.7,8.67,1.12,78.76,-30.32
