ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
A,152.63,149.98,-0.93,0.82,2255849,0.75,-5.88,7.04,8.72,28.56,10.09,52.45,2.75,3.04,5.6,14.0,-8.41
AA,52.32,51.05,0,2.49,2553965,0.63,3.15,11.16,-33.36,-12.38,-5.67,52.62,4.04,4.3,4.61,-11.37,-39.5
AAA,25.02,25.04,-0.24,-0.32,3433,0.23,0.36,0.08,0.36,0.28,0.24,58.01,0.2,0.29,0.27,0.24,-0.56
AAAC,20.07,20.07,0,0,21,1.41,-0.3,0.05,0.17,0.43,0,40.52,0.0,0.05,-0.04,,-0.57
AAAD,49.28,49.28,0.08,0.08,11,0.15,-0.88,-0.63,-1.07,-1.31,-1.31,38.14,0.0,0.19,-0.99,,-2.26
AAAP,25.33,25.37,0.02,-0.14,3617,0.39,-0.24,0.3,1.0,1.0,1.0,56.13,0.11,0.14,0.28,,-0.31
AAC,10.11,10.06,-0.1,0.4,14127,0.05,0.6,-6.59,-6.59,-6.59,0.6,36.32,2.44,1.6,-5.2,-4.03,-1.37
AAC.U,10.21,10.16,-0.49,0,359,0.04,-0.29,0.79,0.89,0.89,0.89,52.34,0.3,0.47,,,-1.93
AACG,0.87,0.9,2.39,-1.01,14891,1.27,-7.23,3.41,-14.3,-12.63,13.91,44.56,8.93,8.04,-5.27,-10.63,-65.11
AACI,10.04,10.04,-0.1,-0.1,169,0.02,0,0.5,0.89,0.9,0.9,60.36,0.12,0.21,0.65,,-0.1
AACO,9.98,9.97,-0.1,0,153506,13.94,0,0.4,0.61,0.2,0.2,57.01,0.05,0.16,,,-0.2
AACOU,10.07,10.06,-0.1,0,5000,0.18,-0.1,0.1,-1.28,1.11,0.7,49.95,0.02,1.35,0.49,,-10.42
AACP,10.06,10.06,-0.1,-0.1,188,0.0,0,0.5,1.0,1.11,1.11,64.57,0.15,0.16,0.61,,-0.1
AACPU,10.32,10.3,-3.92,-3.73,691,0.8,0.1,0.59,1.78,2.9,2.9,51.39,0.24,0.93,1.05,,-3.92
AADR,84.85,84.85,0.67,0.67,114,0.09,0.85,1.95,1.72,-1.09,-2.7,57.72,1.03,1.11,1.88,-1.34,-13.75
AADX,12.37,12.53,2.7,1.39,2042740,1.11,-13.94,-36.14,-32.62,-39.61,-39.61,26.51,7.15,9.3,-31.63,,-48.31
AAEQ,55.2,55.14,1.03,1.14,1393,2.46,0.2,0.33,3.07,14.7,11.88,58.38,0.13,0.58,2.27,,-0.64
AAL,13.11,12.97,-1.07,0,55657469,0.87,-6.22,-21.81,-1.89,14.27,-15.61,33.47,2.85,3.67,-15.5,-6.85,-30.97
AALG,10.11,9.91,-2.09,-0.04,21668,0.62,-11.94,-40.67,-12.48,10.08,-43.22,32.82,4.52,7.31,-31.78,-26.38,-55.11
AAME,1.33,1.36,1.49,-0.75,29556,0.1,1.49,-13.38,-21.84,-48.48,-54.21,43.41,7.07,7.49,-11.19,-39.59,-60.69
AAMI,91.01,92.24,2.48,1.11,458481,1.2,-3.73,1.71,23.48,77.97,96.93,54.63,2.82,3.14,7.87,42.44,-6.37
AAOI,101.9,100.38,-2.67,-1.19,5901992,0.83,-14.23,-21.93,-47.56,2.43,176.19,40.22,9.55,11.78,-15.14,-0.7,-57.04
AAON,74.7,77.98,4.5,0.11,1247313,1.21,-3.73,-19.84,-44.81,-12.56,0.22,37.43,5.22,5.65,-19.41,-20.93,-48.17
AAP,42.93,42.72,-0.19,0.3,1871521,0.52,-1.04,-22.99,-23.77,-16.07,7.93,31.24,4.51,5.86,-20.51,-18.37,-34.49
AAPB,42.09,42.49,1.96,0.98,24271,0.83,11.74,17.08,5.1,50.05,32.79,62.37,3.54,3.95,7.44,25.31,-10.78
AAPD,10.73,10.62,-0.84,0.19,13389794,1.28,-5.18,-7.65,-6.35,-22.88,-18.99,36.45,1.97,2.37,-4.54,-15.54,-33.31
AAPG,17.58,17.36,3.27,4.58,10091,1.52,-5.75,1.52,-1.08,-24.98,-33.89,47.47,2.81,4.5,-4.38,-25.41,-58.07
AAPL,324.87,328.21,1.0,-0.03,37215206,0.98,5.69,8.42,4.91,26.9,20.55,63.38,2.01,2.25,4.44,15.73,-4.75
AAPU,42.74,43.56,1.92,0,1073249,0.82,11.35,16.36,4.36,47.36,29.2,62.27,3.99,4.29,7.2,23.84,-10.9
AARD,5.92,5.73,-3.7,-0.5,89322,0.71,-16.84,-20.42,46.55,2.69,-56.92,43.62,12.83,13.54,-9.17,-28.3,-68.06
AAT,22.22,22.16,-1.07,-0.8,371017,0.76,-3.4,-6.54,-6.58,13.99,17.31,33.23,1.68,1.76,-6.98,5.91,-14.67
AAUB,50.9,50.9,0.63,0.64,301,0.15,-0.13,0.09,2.86,2.86,2.86,54.54,0.45,0.84,,,-1.97
AAUC,24.44,24.04,1.22,2.91,602627,1.19,2.25,23.85,-8.0,-22.9,2.91,58.16,4.2,4.24,8.78,-8.7,-25.34
AAUS,61.96,61.96,1.03,1.03,20,0.05,0.19,0.96,3.99,14.3,12.43,58.59,0.16,0.6,2.28,8.41,-0.81
AAVM,34.61,34.61,0.78,0.78,56,0.18,-0.56,1.96,3.23,10.34,16.27,55.24,0.13,0.61,1.88,6.22,-1.13
AAXJ,116.42,117.2,0.35,-0.32,436110,0.86,-0.2,4.17,0.97,20.42,23.08,56.74,1.07,1.56,2.62,10.61,-6.16
AB,36.74,37.02,1.06,0.3,291778,0.93,0.16,-0.48,-0.35,-3.52,-3.59,55.41,1.42,1.46,0.55,-3.6,-16.07
ABAT,2.83,2.72,-2.51,1.25,3554974,0.97,4.62,24.77,-24.23,-17.07,-20.47,56.34,6.52,6.18,8.81,-18.26,-76.33
ABBV,264,260.21,-0.58,0.87,2878534,0.69,-0.23,5.46,14.44,12.96,13.76,55.34,2.07,2.22,2.36,14.01,-2.71
ABCB,85.54,85.83,1.01,0.67,230549,0.71,0.7,-2.83,0.56,11.77,15.72,45.28,1.44,1.69,-2.98,3.86,-7.93
ABCL,11.58,11.57,1.85,1.94,3287259,0.59,-5.55,93.8,86.61,230.57,238.3,62.67,8.91,6.92,39.06,126.99,-8.03
ABCS,35.86,36.05,0.86,0.33,2011,0.96,-0.4,1.25,10.13,18.56,18.26,55.35,0.41,0.72,2.46,12.11,-1.4
ABEO,5.99,5.93,-0.34,0.67,862017,0.94,-1.33,-8.77,2.6,24.32,11.89,42.2,4.29,4.72,-7.56,8.06,-22.48
ABEQ,38.97,39.1,0.7,0.36,4831,0.31,-0.17,2.17,4.8,1.38,9.47,57.86,0.39,0.61,2.19,3.91,-2.44
ABEV,3.05,3.04,1.67,2.01,20306993,0.54,5.56,-1.3,-2.25,6.29,22.09,61.82,2.29,2.45,1.27,4.33,-11.88
ABG,216.24,215.41,1.1,1.49,222962,1.27,3.35,-4.09,13.33,6.1,-7.4,52.38,2.63,2.85,0.29,0.35,-17.99
ABI,24.75,24.73,-0.1,-0.02,1031,0.2,-0.12,-0.56,-0.64,-1.25,-0.4,39.51,0.02,0.08,-0.31,-0.57,-2.48
ABIG,35.07,35.26,1.06,0.51,1523,0.43,-0.47,-3.33,5.18,15.62,9.38,51.65,0.25,0.71,0.96,7.79,-3.33
ABLV,1.05,1.05,-4.46,-4.46,11372,0.33,13.12,29.41,-0.94,47.46,66.67,56.84,11.35,9.96,10.46,26.52,-40.68
ABM,46.8,47.23,1.66,0.73,362856,0.92,-0.36,-2.34,13.15,7.93,11.65,50.88,1.83,1.99,0.67,8.64,-5.77
ABNB,184.25,185.25,1.09,0.54,4976398,1.03,-1.39,23.71,38.23,38.36,36.27,61.01,3.16,2.85,14.24,33.19,-4.24
ABOS,3.13,3.09,-0.32,0.97,453349,1.34,3.69,41.74,34.93,-5.21,45.07,64.76,6.03,5.38,20.43,26.89,-14.17
ABR,5.2,5.19,0.58,0.78,3045186,0.92,2.57,0.97,-5.81,-39.3,-33.03,52.97,3.09,3.25,1.41,-24.57,-58.73
ABR/PD,15.54,15.59,0.26,-0.06,23613,1.12,-0.06,-2.13,-5.43,-11.87,-9.1,36.7,0.79,0.8,-1.91,-7.52,-17.69
ABR/PE,15.33,15.43,-0.4,-1.04,8631,0.83,0.06,-2.5,-4.87,-10.81,-9.13,40.56,0.69,0.8,-1.92,-7.52,-17.84
ABR/PF,22.45,22.51,-0.4,-0.66,8078,1.19,0.72,1.08,-2.13,1.49,3.4,54.06,0.88,1.0,0.19,0.33,-4.62
ABSI,8.91,8.8,0,1.25,2746618,0.93,-5.17,7.32,24.03,250.6,147.89,48.3,6.69,7.66,-5.11,67.78,-27.0
ABT,110.91,108.79,-1.52,0.4,5297590,0.68,-3.51,2.86,18.57,-1.74,-12.76,48.48,2.22,2.6,4.53,2.23,-20.87
ABTC,8.18,9.34,18.68,3.94,2537649,1.29,11.06,56.45,-31.26,-44.4,-64.42,60.94,9.65,9.02,30.1,-49.61,-93.92
ABTS,1.55,1.54,4.05,4.73,51978,0.56,18.01,49.51,-37.9,-43.17,-71.16,62.88,14.28,10.12,23.06,-41.85,-85.81
ABUS,5.11,5.12,0.39,0.2,3226751,0.47,-0.78,16.89,17.97,11.55,5.46,61.91,3.31,3.17,8.07,14.1,-6.06
ABVC,0.89,1,15.67,2.95,182844,1.98,39.86,-3.85,-29.08,-28.57,-53.05,53.75,10.61,9.96,-13.85,-34.28,-70.59
ABVX,112.31,114.03,2.66,1.11,1111812,1.14,-2.28,-8.78,8.42,2.97,-16.64,42.08,3.28,3.93,-8.56,-4.5,-23.38
ABX,9.68,9.75,1.88,1.15,344476,0.81,0.72,-10.8,8.57,-0.51,14.17,50.97,4.69,4.36,-4.39,8.67,-21.62
ACA,145.6,145.48,0.02,0.1,611052,1.23,0.09,-0.19,18.28,34.72,36.13,60.38,0.23,0.33,0.27,18.11,-0.98
ACAA,9.96,9.96,0.05,0.05,250036,3.27,-0.25,-0.35,0.35,0.66,0.66,43.41,0.03,0.22,-0.34,,-2.64
ACAAU,10.07,10.12,0.5,0,4839,0.11,0.5,0.5,0.7,1.0,1.2,58.95,0.23,1.05,0.69,,-14.45
ACAD,29,27.86,-3.7,0.24,1849403,1.47,-4.78,8.57,28.33,26.41,4.15,45.8,3.24,3.36,2.42,13.97,-10.01
ACB,4.03,3.89,-3.47,0,1561995,1.23,-1.77,37.94,9.89,12.1,-9.74,63.5,4.89,4.06,23.27,6.92,-41.64
ACCL,2.66,2.8,2.19,-2.92,4997,0.8,1.82,20.69,73.91,84.33,0.36,56.07,4.3,5.2,18.68,31.88,-44.0
ACCO,4.4,4.34,0.23,1.62,534076,0.77,4.58,1.64,13.91,9.87,15.12,57.54,2.53,2.86,3.62,13.98,-4.79
ACCS,5.14,5.35,1.13,-2.84,2602,0.11,5.11,-20.62,-11.42,-28.41,-42.35,43.86,9.16,8.17,-13.91,-28.31,-52.86
ACDC,5.05,5.12,1.39,0,797247,0.49,7.11,26.42,-36.24,-3.58,30.95,53.97,10.15,8.06,5.54,-5.5,-37.71
ACEI,23.69,23.88,1.64,0.83,28992,1.62,1.1,2.4,-2.93,-0.11,-3.55,62.2,0.67,1.03,2.52,-0.61,-12.59
ACEL,11.76,11.8,1.37,1.03,244924,0.83,0.43,-1.09,-2.48,-0.67,3.69,44.05,2.49,2.39,-3.61,1.27,-15.71
ACEP,20.5,20.72,0.42,-0.63,3007,0.66,-0.93,2.91,4.05,19.66,25.78,55.14,0.35,0.68,2.47,,-1.3
ACES,30.24,30.3,0.71,0.52,15751,0.32,-1.9,-4.87,-26.26,-5.25,-8.04,42.19,1.86,2.36,-5.51,-11.61,-29.53
ACET,9.26,9.43,1.84,0,78754,0.73,4.78,0.86,17.14,29.18,11.86,60.07,5.87,5.52,8.66,16.87,-45.92
ACFN,19.7,18.76,-3.94,0.87,120448,1.64,-12.7,0.21,9.84,2.4,23.42,46.12,7.61,6.74,-0.43,5.26,-41.37
ACGC,10.02,10.02,0.15,0.15,50006,4.37,0.1,0.3,0.91,0.8,0.8,71.05,0.02,0.16,0.59,,-7.99
ACGL,99,99.83,1.65,0.8,7677109,3.45,0.09,-0.26,12.02,2.97,4.24,52.46,1.65,1.91,-0.16,3.92,-6.77
ACGLN,15.67,15.69,0.19,0.06,38511,0.86,-2.3,-4.1,-4.27,-9.57,-6.33,31.91,1.47,1.61,-2.96,-6.72,-14.45
ACGLO,18.89,18.91,-0.08,-0.18,17555,0.63,-0.53,-2.78,-3.37,-8.25,-7.17,31.07,0.99,1.1,-1.75,-6.01,-14.82
ACGR,69.29,69.93,1.98,1.05,148,0.47,-1.01,-1.54,1.49,12.26,5.44,52.81,0.16,1.02,1.63,5.6,-3.26
ACH,1.19,1.22,4.27,1.71,943796,0.79,-0.81,-64.94,-54.48,-48.31,-56.43,32.02,12.41,14.87,-51.29,-54.05,-78.56
ACHC,27.73,28.38,2.27,-0.07,1150149,0.77,-5.84,-7.93,11.95,14.76,98.46,45.68,5.2,5.42,-7.17,24.03,-20.79
ACHR,5.8,5.76,1.95,2.65,16932071,0.66,-3.11,16.6,-7.84,-8.72,-24.9,49.58,6.8,6.37,7.03,-10.73,-60.6
ACHV,8.49,8.31,-2.0,0.12,1532532,1.3,0,25.95,58.89,90.6,66.87,65.08,5.11,4.76,21.02,62.16,-3.82
ACI,12.53,12.59,0.88,0.4,4371248,0.7,3.03,8.91,-21.56,-26.93,-26.67,51.55,2.74,3.1,-2.61,-21.02,-37.05
ACIC,9.48,9.54,1.49,0.85,175811,0.66,0.53,-12.32,-5.64,-17.4,-19.7,43.49,3.22,2.95,-7.46,-14.08,-26.92
ACII,25.49,25.35,0.32,0.87,38139,0.51,-0.47,-0.28,-1.21,0.16,-0.12,43.33,0.85,1.05,-0.72,-0.7,-5.66
ACIU,2.85,2.93,3.17,0.35,171763,0.74,3.53,30.22,22.59,7.33,-7.28,65.02,5.86,5.21,18.05,3.27,-26.75
ACIW,53.11,52.91,0.86,1.24,596131,0.83,-0.47,-6.91,24.91,24.76,10.21,48.22,3.14,3.06,-2.83,14.44,-13.38
ACKY,18.1,18.0,1.04,1.63,28697,1.17,0.53,0.19,-1.4,-2.89,-9.12,51.14,0.95,1.2,1.16,-3.76,-13.15
ACLC,85.88,86.45,0.88,0.21,2495,0.33,0.02,0.33,3.18,12.73,9.8,54.32,0.44,0.73,1.56,7.02,-1.81
ACLO,50.4,50.4,0.08,0.08,2154,0.22,-0.23,0.15,0.1,0.36,0.2,45.24,0.05,0.09,-0.05,0.02,-1.08
ACLS,110.24,110.37,-0.36,-0.48,248531,0.79,-11.43,-19.23,-28.92,33.23,35.24,34.12,4.9,6.51,-19.24,-5.26,-43.04
ACM,67.32,66.83,0.56,1.29,1502516,0.52,2.44,-10.62,-8.75,-27.75,-30.14,49.09,3.98,3.84,-2.45,-20.68,-50.69
ACMR,69.2,69.42,-0.69,-1.0,594893,0.74,-14.98,-16.83,-18.59,51.27,69.32,36.86,6.53,7.8,-19.74,10.13,-45.42
ACN,190,193.12,2.9,1.24,5420300,1.2,4.9,20.22,6.75,-10.26,-28.15,67.97,3.74,3.53,20.33,-4.95,-33.66
ACNB,65.69,65.61,0.63,0.75,87400,0.9,2.53,1.8,21.21,37.17,37.92,61.34,2.18,2.39,4.64,22.0,-2.94
ACNT,15.27,15.35,0.26,-0.29,16125,0.38,0.33,-0.58,12.78,13.45,-6.06,52.77,2.88,2.57,1.11,2.87,-14.34
ACOG,9.35,9.21,-1.13,0.38,90803,0.45,-1.81,9.9,56.1,56.37,40.18,53.68,7.24,6.94,7.85,39.79,-9.17
ACOM,23.9,23.9,0.05,0.05,26,0.05,2.61,12.67,18.36,18.36,18.36,69.55,0.95,1.14,9.08,,-1.54
ACON,2.27,2.29,-0.87,-1.73,46485,0.72,-3.38,-4.18,-34.38,-23.15,-50.98,41.32,7.11,7.33,-10.2,-35.84,-80.96
ACP,5.06,5,-1.77,-0.59,434104,1.08,-0.99,-0.99,-4.4,-6.89,-7.92,42.16,1.15,1.32,-2.71,-6.25,-15.82
ACP/PA,19.02,19,0.53,0.61,1005,0.42,-0.52,-2.06,-4.16,-6.77,-3.89,36.61,0.66,0.92,-2.88,-5.62,-12.88
ACQQ,24.33,24.41,1.58,1.26,2076,0.83,-0.55,-2.73,-2.73,-2.73,-2.73,,0.99,1.03,,,-2.73
ACR,14.08,14.14,0.71,0.28,17975,0.68,-1.53,-12.23,-24.18,-26.05,-33.33,35.23,4.32,4.13,-12.56,-25.79,-42.54
ACR/PC,23.85,23.92,-0.1,-0.4,3637,0.07,-0.91,-3.35,-5.68,-4.72,-3.51,37.51,0.92,0.83,-2.64,-4.18,-6.6
ACR/PD,20.26,20.2,-0.27,0.05,2386,0.76,-2.63,-7.36,-10.04,-8.95,-7.91,32.32,1.71,1.47,-5.82,-7.74,-10.96
ACRE,4.6,4.55,0,1.1,194588,0.68,-2.15,-2.57,-9.9,-11.48,-4.21,45.81,2.79,2.85,-0.46,-7.26,-22.75
