ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
A,148.97,150.86,0.59,-0.67,1825446,0.62,-3.31,7.54,9.36,29.32,10.73,54.02,2.77,2.99,5.99,14.64,-7.87
AA,50.32,49.97,-2.12,-1.43,2823339,0.75,-2.46,4.47,-34.77,-14.23,-7.67,49.14,4.01,4.25,2.53,-13.35,-40.78
AAA,25.0,24.95,-0.36,-0.18,4520,0.3,0.12,0.08,0.0,-0.08,-0.12,48.49,0.2,0.3,-0.08,-0.12,-0.91
AAAC,20.07,20.07,0.05,0.05,12,0.78,-0.3,0.05,0.22,0.48,0.05,44.86,0.0,0.05,0.01,,-0.52
AAAD,49.31,49.31,0.08,0.08,38,0.51,-0.7,-0.63,-0.99,-1.24,-1.24,40.02,0.0,0.18,-0.87,,-2.19
AAAP,25.39,25.38,0.04,0.08,5845,0.62,-0.18,0.24,1.04,1.04,1.04,58.37,0.11,0.13,0.29,,-0.28
AAC,10.13,10.06,0,0.7,2171,0.01,-0.2,-6.59,-6.59,-6.59,0.6,36.32,2.54,1.53,-5.09,-4.03,-1.37
AAC.U,10.21,10.16,-0.49,0,359,0.04,-0.29,0.79,0.89,0.89,0.89,52.34,0.3,0.47,,,-1.93
AACG,0.91,0.89,-1.09,1.12,3056,0.25,-4.3,5.96,-15.23,-13.58,12.67,43.46,8.9,7.86,-6.14,-11.46,-65.49
AACI,10.04,10.04,-0.1,-0.1,170,0.02,0,0.5,0.89,0.9,0.9,60.36,0.12,0.21,0.65,,-0.1
AACO,9.98,9.97,-0.1,0,153506,13.94,0,0.4,0.61,0.2,0.2,57.01,0.05,0.16,,,-0.2
AACOU,10.07,10.06,-0.1,0,5000,0.18,-0.1,0.1,-1.28,1.11,0.7,49.95,0.02,1.35,0.49,,-10.42
AACP,10.06,10.06,-0.1,-0.1,188,0.0,0,0.5,1.0,1.11,1.11,64.57,0.15,0.16,0.61,,-0.1
AACPU,10.32,10.3,-3.92,-3.73,691,0.8,0.1,0.59,1.78,2.9,2.9,51.39,0.24,0.93,1.05,,-3.92
AADR,84.77,84.68,-0.2,-0.1,9020,7.14,0.28,-0.36,1.51,-1.29,-2.9,56.22,1.0,1.07,1.59,-1.55,-13.93
AADX,12.46,12.93,3.19,-0.56,1729663,1.0,-10.64,-36.15,-30.47,-37.69,-37.69,30.26,6.99,8.68,-29.0,,-46.66
AAEQ,54.99,54.99,-0.27,-0.27,515,0.73,-0.13,-0.04,2.79,14.38,11.57,56.18,0.13,0.56,1.88,,-0.92
AAL,12.96,13.13,1.23,-0.08,74061123,1.17,-5.06,-21.14,-0.68,15.68,-14.57,36.16,2.79,3.51,-13.96,-5.72,-30.12
AALG,10.11,10.16,2.53,2.0,27677,0.79,-10.5,-38.99,-10.27,12.86,-41.79,35.25,4.34,6.85,-29.16,-24.46,-53.98
AAME,1.35,1.36,0,-0.74,9246,0.03,-13.38,-15.95,-21.84,-48.48,-54.21,43.41,7.03,7.2,-10.82,-39.42,-60.69
AAMI,90.58,93.58,1.45,-1.8,385391,0.95,-4.43,0.92,25.27,80.55,99.79,57.6,2.84,3.13,8.83,43.94,-5.01
AAOI,101.91,105.53,5.13,1.52,6814821,1.0,-4.46,-17.84,-44.87,7.68,190.36,43.62,9.39,10.82,-10.29,3.96,-54.84
AAON,77.98,79.4,1.82,0,1418085,1.32,1.55,-15.93,-43.8,-10.97,2.04,40.43,5.23,5.49,-17.02,-19.43,-47.23
AAP,42.63,44.18,3.42,-0.21,1322823,0.63,1.05,-24.9,-21.16,-13.2,11.62,36.79,4.56,5.55,-17.33,-15.54,-32.25
AAPB,42.52,40.36,-5.03,0.06,50356,1.88,1.71,5.98,-0.18,42.51,26.12,52.71,3.67,4.32,1.53,18.88,-15.27
AAPD,10.62,10.9,2.64,0,12471181,1.12,-0.73,-3.45,-3.88,-20.84,-16.86,46.08,2.03,2.38,-1.7,-13.23,-31.55
AAPG,17.7,17.61,1.47,1.96,5078,0.79,-1.7,3.62,0.37,-23.88,-32.92,49.3,2.78,4.27,-3.03,-24.07,-57.45
AAPL,328.31,319.97,-2.51,0.03,39571591,1.05,0.99,3.43,2.27,23.72,17.53,53.89,2.08,2.39,1.53,12.72,-7.14
AAPU,43.57,41.34,-5.1,0.02,1665867,1.28,1.52,6.42,-0.96,39.85,22.62,52.4,4.13,4.7,1.26,17.43,-15.44
AARD,5.72,5.38,-6.11,-0.17,257809,2.36,-16.85,-25.28,37.6,-3.58,-59.55,40.77,13.15,14.51,-14.8,-32.47,-70.01
AAT,22.02,22.04,-0.54,-0.63,480238,0.96,-2.48,-4.38,-7.08,13.37,16.68,31.6,1.7,1.79,-7.29,5.26,-15.13
