ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
A,149.19,148.44,-0.01,0.5,1798229,1.4,0.51,10.43,33.49,17.8,8.95,68.71,2.53,2.23,9.07,13.21,-7.38
AA,50.79,50.02,-3.27,-1.78,3282549,0.58,-6.5,7.5,-23.11,-14.35,-7.58,51.2,3.68,4.47,-3.59,-11.93,-40.72
AAA,24.93,24.95,0,-0.08,2480,0.03,-0.2,0.08,-0.2,-0.4,-0.12,46.7,0.28,0.26,-0.1,-0.13,-0.76
AAAC,20.08,20.09,0.02,-0.05,236,12.55,0.1,0.15,0.15,0,0.15,63.75,0.01,0.05,0.17,,-0.42
AAAD,49.47,49.47,-0.06,-0.06,11,0.15,0.02,-1.3,-0.93,-0.93,-0.93,41.49,0.01,0.2,-0.85,,-1.89
AAAP,25.4,25.39,0.08,0.14,17294,0.29,0.14,0.4,1.05,1.05,1.05,78.86,0.05,0.1,,,-0.06
AAC.U,10.19,10.19,0.89,0.89,159,0.0,0.12,0.99,1.19,1.19,1.19,60.55,0.38,0.59,,,-1.64
AACB,10.58,10.58,-0.05,-0.05,111433,0.96,0.09,0.76,1.34,2.42,2.72,59.56,0.37,0.31,0.51,2.45,-0.19
AACBU,10.68,10.7,0.19,0,600,0.43,0.19,0.19,1.61,0.94,1.13,48.52,0.09,3.82,0.76,,-18.38
AACG,0.96,1.0,-1.4,-4.9,28007,0.02,14.99,8.24,-17.35,13.17,26.06,54.05,9.73,9.42,2.78,-2.77,-61.39
AACI,10.05,10.05,0.5,0.5,114,0.0,0.5,0.5,1.31,1.01,1.01,72.4,0.02,0.19,0.96,,0.0
AACO,9.97,9.97,0.1,0.1,4007,0.32,0.4,-0.1,0.3,0.2,0.2,57.98,0.02,0.17,,,-0.2
AACOU,10.13,10.13,0.8,0.8,202,0.01,0.8,1.2,1.71,1.4,1.4,57.99,0.19,1.45,1.33,,-9.8
AACP,10.03,10.03,0,0,1134,0.01,0.1,0.5,0.8,0.8,0.8,63.97,0.07,0.13,,,0.0
AACPU,10.27,10.28,0,-0.1,300,0.22,0.39,0.59,1.78,2.7,2.7,58.7,0.03,0.47,1.16,,-3.93
AADR,85.4,84.09,-1.01,0.54,1460,0.28,-0.66,1.93,0.14,-10.33,-3.57,52.72,1.01,1.4,1.33,-2.27,-14.53
AADX,17.9,17.79,-1.82,-1.21,1343574,1.23,-18.47,4.1,-14.27,-14.27,-14.27,42.0,8.16,8.58,-9.45,,-26.61
AAEQ,54.74,54.74,-0.66,-0.66,14,0.01,-0.37,3.21,3.34,12.53,11.05,56.51,0.23,0.63,2.43,,-1.38
AAL,14.3,14.05,-2.63,-0.9,50991655,1.09,-7.08,-7.69,16.02,0.93,-8.59,37.91,3.82,4.37,-10.85,1.08,-25.23
AALG,12.11,11.76,-5.12,-2.32,33904,1.24,-14.63,-19.09,22.67,-15.06,-32.59,36.91,6.15,8.73,-24.08,-13.68,-46.7
AAME,1.42,1.4,-1.41,-0.18,54096,3.03,-6.67,-11.95,-37.78,-51.22,-52.86,34.04,4.86,5.66,-13.92,-40.31,-62.26
AAMI,92.06,91.83,-1.25,-1.0,269561,0.76,1.0,13.12,33.65,76.46,96.05,64.29,3.66,3.3,12.38,48.4,-2.12
AAOI,146.2,131.41,-15.16,-5.61,14425980,0.92,-1.91,36.73,-25.76,203.84,261.56,51.72,12.7,12.72,-0.5,36.81,-43.76
AAON,86.77,82.06,-6.85,-1.5,1527162,1.13,-9.86,-24.89,-38.35,-18.92,5.46,31.98,6.24,7.3,-25.05,-17.84,-45.46
AAP,57.05,56.96,0.42,0.58,1870669,1.45,2.58,7.15,16.22,1.15,43.91,51.33,4.71,4.71,-0.58,8.23,-12.65
AAPB,37.6,38.22,3.33,1.65,118683,2.07,1.68,-13.98,3.3,30.67,19.44,47.07,4.05,4.71,-1.03,13.94,-19.76
AAPD,11.3,11.21,-1.41,-0.62,7677358,1.1,-0.8,6.46,-5.4,-17.19,-14.49,50.76,2.09,2.33,-1.34,-11.76,-30.26
AAPG,17.92,18.2,-0.0,-1.54,6875,1.25,-3.56,-5.46,-5.75,-27.2,-30.7,48.15,2.31,3.67,0.26,-25.04,-62.44
AAPL,307.58,310.03,1.45,0.65,53340338,1.24,0.74,-6.61,3.97,18.06,13.87,47.86,2.17,2.42,0.29,10.38,-10.02
AAPU,38.54,39.17,2.86,1.21,1862265,0.93,1.32,-14.23,2.46,27.59,16.18,46.47,4.36,4.92,-1.42,12.22,-19.88
AARD,6.78,6.14,-8.83,0.59,79107,0.63,-19.99,-1.05,39.34,-51.27,-53.8,46.81,12.57,12.73,7.55,-25.37,-65.75
AAT,22.73,22.6,-0.22,0.35,204802,0.5,-0.13,-12.57,6.65,20.6,19.64,37.33,2.2,2.17,-6.68,9.11,-12.98
AAUB,51.07,51.1,-1.26,-1.32,1595,0.26,-0.24,3.28,3.28,3.28,3.28,59.17,2.45,0.97,,,-1.57
AAUC,22.07,20.99,-6.17,-1.34,916605,1.1,-5.54,1.16,-24.28,-32.68,-10.15,46.15,4.87,5.13,-6.93,-18.88,-34.81
AAUS,61.5,61.47,-0.67,-0.62,245,0.14,-0.45,2.85,3.52,12.12,11.55,56.49,0.44,0.69,2.41,8.31,-1.58
AAVM,34.52,34.48,-1.31,-1.18,1111,0.91,-0.49,3.97,2.01,3.76,15.82,56.68,0.47,0.77,1.95,6.9,-1.52
AAXJ,114.77,113.55,-3.09,-2.05,342332,0.98,-0.25,5.22,1.67,9.66,19.25,49.79,1.56,2.15,-0.95,8.51,-9.08
AB,36.25,36.18,-0.03,0.17,240336,0.84,-2.08,-4.34,-5.04,-11.48,-5.78,38.05,1.63,1.72,-1.52,-6.23,-17.98
ABAT,2.36,2.35,-3.29,-2.88,3539437,1.27,-10.98,0.43,-18.4,-34.72,-31.29,44.18,6.64,7.03,-11.08,-31.4,-79.55
ABBV,253.93,258.92,3.43,1.44,5007478,1.03,4.34,0.75,21.35,13.08,13.19,61.67,2.24,2.33,5.42,14.62,-3.2
ABCB,89.59,88.2,-0.94,0.62,328619,1.12,0.19,-4.06,6.12,6.91,18.92,47.53,1.9,1.8,-0.81,7.71,-5.39
ABCL,10.79,11.12,-0.71,-3.62,8178113,0.57,18.05,84.11,171.22,256.41,225.15,80.21,9.57,7.37,62.87,138.29,-4.51
ABCS,36.3,36.02,-0.12,0.65,1742,0.69,-0.28,3.44,14.38,13.77,18.17,61.69,0.46,0.76,4.62,13.44,-1.48
ABEO,5.9,6.16,3.7,-0.67,1318269,0.59,-17.54,-10.72,19.15,20.78,16.23,43.43,5.55,6.48,-2.44,14.1,-19.48
ABEQ,38.83,38.73,0.04,0.31,9495,1.07,-0.53,3.13,3.79,-0.76,8.41,60.68,0.5,0.61,2.33,3.58,-3.38
ABEV,2.79,2.78,0,0.36,12822731,0.4,-5.12,-8.55,-11.75,-9.45,11.65,25.84,2.22,2.44,-9.27,-3.67,-19.42
ABG,211.01,203.94,-2.21,1.18,485587,2.29,-3.46,-8.89,14.73,-10.56,-12.33,38.97,3.59,3.55,-3.51,-5.4,-22.57
ABI,24.8,24.8,0.02,0.02,112,2.81,0.16,-0.04,-0.08,-0.78,-0.12,47.55,0.0,0.06,-0.1,-0.33,-2.21
ABIG,35.43,35.37,-0.78,-0.62,1021,0.6,-2.26,2.92,5.59,14.37,9.72,52.43,0.26,0.8,2.28,8.78,-3.03
ABLV,0.77,0.84,14.37,5.45,37226,1.19,8.45,-18.13,-17.32,5.85,32.55,48.55,8.25,8.46,-14.41,1.22,-52.82
ABM,48.17,47.1,-1.3,0.94,350448,1.07,-1.96,-2.16,21.14,5.16,11.35,47.09,2.26,2.28,1.77,8.99,-6.03
ABNB,180.49,183.25,2.21,0.67,4345885,0.65,2.1,24.84,39.46,47.97,34.8,70.61,3.24,3.3,21.91,35.46,-2.07
ABOS,2.66,2.74,3.01,0,304661,0.91,12.3,29.25,25.69,7.03,28.64,69.06,5.95,5.4,14.82,15.57,-23.89
ABR,4.97,4.9,-2.0,-0.6,2933132,0.79,-8.92,-6.49,-15.08,-33.42,-36.77,39.83,3.51,3.68,-4.49,-31.45,-61.03
ABR/PD,15.76,15.76,-0.44,-0.44,30658,2.31,0.45,-1.25,-4.83,-9.63,-8.1,37.45,0.74,0.83,-1.51,-7.18,-16.79
ABR/PE,15.62,15.56,-0.32,0.06,2799,0.41,-0.38,-2.45,-5.93,-10.24,-8.36,36.84,0.7,0.8,-1.84,-7.37,-18.11
ABR/PF,22.2,22.35,0.4,-0.27,13759,2.62,-0.36,-2.06,-4.04,0.27,2.66,47.55,1.16,1.14,-0.88,-0.32,-5.3
