ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
A,137.59,137.89,-0.49,-0.71,1830515,0.78,4.98,2.01,18.64,1.84,1.21,59.78,2.84,3.06,6.5,5.26,-13.96
AA,44.24,44.08,-0.36,0,4419965,0.78,-0.65,-15.56,-33.49,-27.54,-18.55,30.41,4.41,5.54,-25.83,-21.19,-47.76
AAA,24.96,24.98,-0.24,-0.32,5131,1.32,0.04,-0.16,0.28,-0.28,0,50.12,0.35,0.37,0.03,-0.03,-0.64
AAAC,20.07,20.07,0,0,12,0.0,0.05,-0.07,0.1,-0.47,0.05,61.46,0.04,0.06,0.1,,-0.52
AAAD,49.89,49.89,0.21,0.21,10,0.11,-0.18,-1.02,-0.08,-0.08,-0.08,47.46,0.01,0.19,,,-1.04
AAAP,25.32,25.32,0.04,0.04,123,0.0,0.16,0.6,0.82,0.82,0.82,93.37,0.08,0.07,,,0.0
AAC.U,10.08,10.09,0,-0.1,1905,0.03,0,0.2,0.2,0.2,0.2,59.53,1.18,0.31,,,-0.1
AACB,10.51,10.51,0,0,7241,0.42,0.1,0.31,1.06,1.25,2.04,49.77,0.36,0.37,0.28,2.11,-0.76
AACG,0.84,0.92,3.71,-5.31,3859,1.02,0,-5.15,-23.97,-18.58,16.46,42.05,6.29,7.52,-11.51,-12.4,-64.33
AACI,9.98,9.99,0.1,0,89756,2.33,-0.1,0.4,0.81,0.4,0.4,60.9,0.16,0.21,0.52,,-0.1
AACIU,10.14,10.14,0,0,1729,0.64,0,-1.55,1.3,1.71,1.71,57.77,0.46,0.81,1.3,,-5.67
AACO,9.92,9.92,-0.1,-0.1,106,0.0,-0.5,0.3,0.71,-0.3,-0.3,46.77,0.1,0.21,,,-0.7
AACOU,10.1,10.08,0.3,0.5,602,0.03,-0.2,0.5,1.31,0.9,0.9,54.08,0.28,1.72,0.91,,-10.24
AACP,9.99,9.99,0,0,29285,2.21,0.1,0.4,0.4,0.4,0.4,56.92,0.12,0.17,,,-0.2
AACPU,10.24,10.24,0.2,0.2,3802,3.8,0.2,-0.1,1.89,2.3,2.3,53.8,0.02,0.5,0.86,,-4.3
AADR,82.65,82.65,0.08,0.08,521,0.14,0.22,2.31,-0.51,-15.99,-5.22,48.46,0.95,1.33,-1.11,-3.99,-15.99
AADX,19.1,18.68,3.72,6.05,1847110,2.39,11.06,1.08,-9.98,-9.98,-9.98,48.09,8.8,9.33,,,-22.94
AAEQ,52.56,52.66,0.09,-0.09,255,1.06,-0.93,1.61,3.69,5.58,6.83,45.1,0.13,0.61,-0.83,,-2.83
AAL,14.89,14.95,3.28,2.87,93953943,0.67,-1.58,-14.52,29.38,9.52,-2.73,45.05,4.12,4.95,-1.63,9.46,-20.44
AALG,13.48,13.61,6.62,5.63,31536,1.56,-5.18,-29.39,51.69,-0.54,-22.03,42.84,6.96,9.4,-8.17,0.9,-38.35
AAME,1.55,1.55,-1.27,-1.27,3578,0.27,-3.73,-5.49,-40.38,-43.43,-47.81,33.04,2.93,4.22,-14.99,-37.09,-58.22
AAMI,82.44,82.85,2.44,1.93,346094,0.99,-0.58,15.41,22.81,47.74,76.88,59.35,3.5,3.61,8.81,41.68,-3.36
AAOI,100.56,97.82,-2.33,0.41,6662393,0.8,-6.71,-25.71,-29.45,158.3,169.14,37.85,10.74,15.06,-35.23,10.05,-58.14
AAON,103.8,101.02,-1.61,1.1,739300,0.73,-9.71,-22.76,12.22,9.97,29.83,32.57,5.78,6.6,-19.28,0.12,-32.86
AAP,56.85,57.73,3.46,1.88,1945282,1.08,8.47,-1.45,-0.74,15.46,45.86,53.55,5.0,5.12,1.59,10.15,-11.47
AAPB,44.84,45.53,2.43,0.88,69519,1.04,1.72,48.64,47.72,59.53,42.28,65.98,4.18,4.26,18.1,38.58,-1.37
AAPD,10.43,10.36,-1.24,-0.62,13110004,1.07,-1.52,-18.87,-20.25,-25.09,-20.98,32.21,2.48,2.8,-9.93,-19.84,-42.15
AAPG,18.32,18.89,3.28,0.16,2016,0.34,2.83,10.99,-19.1,-28.17,-28.07,50.14,3.23,3.99,1.21,-26.68,-61.01
AAPL,334.54,336.91,1.17,0.46,49604162,1.01,1.02,22.51,23.71,30.76,23.75,67.29,2.5,2.42,9.75,21.9,-0.78
AAPU,46.3,46.8,2.38,1.29,1554323,0.9,2.05,47.96,46.52,56.26,38.81,66.5,4.96,4.49,17.78,36.39,-1.49
AARD,6.4,6.69,5.85,1.27,70379,0.29,13.97,29.9,22.08,-55.72,-49.7,59.12,15.07,10.77,35.96,-23.51,-62.71
AAT,24.44,24.33,0.12,0.58,375946,1.04,-4.7,-1.02,13.9,34.49,28.8,44.8,1.92,2.05,1.26,19.04,-6.31
AAUB,49.33,49.16,-0.19,0.16,8760,,-0.66,-0.66,-0.66,-0.66,-0.66,,0.92,,,,-0.67
