ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
A,138.72,138.71,-1.13,-1.13,1955110,0.82,-0.39,4.3,19.44,5.13,1.81,59.15,2.84,2.93,5.78,5.88,-13.45
AA,43.85,44.97,4.87,2.26,3588209,0.6,-1.94,-17.09,-29.26,-22.93,-16.91,37.08,4.44,5.19,-22.8,-19.76,-46.71
AAA,24.94,25,-0.08,-0.32,6934,1.65,0.02,0.32,-0.0,0.12,0.08,51.94,0.36,0.38,0.09,0.05,-0.56
AAAC,20.07,20.07,0,0,11,0.01,-0.02,-0.07,0.3,-0.52,0.05,61.46,0.04,0.05,0.1,,-0.52
AAAD,49.84,49.84,-0.1,-0.1,134,1.25,0.25,-0.8,-0.19,-0.19,-0.19,45.37,0.01,0.18,,,-1.15
AAAP,25.34,25.34,0.04,0.04,31,0.28,0.06,0.64,0.86,0.86,0.86,93.83,0.05,0.06,,,0.0
AAC.U,10.1,10.2,0.99,0,22590,0.48,1.69,1.29,1.29,1.29,1.29,77.03,1.34,0.47,,,-1.54
AACB,10.55,10.53,0,0.19,477,0.01,0.38,0.57,1.45,1.35,2.23,53.39,0.41,0.38,0.38,2.23,-0.57
AACBU,10.68,10.68,0,0,101,0.07,0,0,1.42,0.28,0.95,48.26,-0.0,4.1,0.65,,-18.54
AACG,0.97,0.92,1.87,7.78,3953,1.28,0.75,-7.4,-19.93,-16.65,16.05,43.77,6.62,7.99,-10.51,-12.26,-64.46
AACI,9.98,9.98,-0.1,-0.1,400010,8.98,-0.2,0.4,0.5,0.3,0.3,56.58,0.16,0.2,0.4,,-0.2
AACIU,10.14,10.14,0,0,1729,0.64,0,-1.55,1.3,1.71,1.71,57.77,0.46,0.81,1.3,,-5.67
AACO,9.93,9.94,0.2,0.1,10049,0.71,0.1,0.35,0.4,-0.1,-0.1,51.29,0.1,0.21,,,-0.5
AACOU,10.05,10.05,-0.3,-0.3,125050,7.35,-0.5,0.2,0.75,0.6,0.6,51.3,0.28,1.63,0.59,,-10.51
AACP,10.01,10.01,-0.1,-0.1,42475,1.97,0.5,0.35,0.6,0.6,0.6,61.31,0.13,0.17,,,-0.1
AACPU,10.24,10.24,0.2,0.2,3802,3.8,0.2,-0.1,1.89,2.3,2.3,53.8,0.02,0.5,0.86,,-4.3
AADR,82.99,83.27,3.27,2.92,1577,0.42,0.23,2.83,-1.94,-14.9,-4.51,52.5,0.92,1.47,-0.11,-3.23,-15.36
AADX,17.6,17.36,0.29,1.68,1125801,1.16,-3.13,-17.73,-16.34,-16.34,-16.34,43.32,8.99,9.77,,,-28.38
AAEQ,52.92,52.92,1.76,1.76,112,1.02,0.61,0.01,2.28,7.24,7.36,49.76,0.15,0.73,-0.29,,-2.35
AAL,15.08,15.43,3.98,1.62,47448282,0.4,10.33,-13.9,30.32,15.28,0.39,49.73,4.38,4.69,0.44,12.53,-17.88
AALG,13.65,14.43,7.75,1.85,23277,1.0,16.5,-28.15,56.05,5.83,-17.28,47.66,7.58,8.72,-4.07,6.71,-34.6
AAME,1.54,1.55,-0.64,-1.28,3534,0.35,0,-8.82,-38.74,-44.24,-47.81,36.2,3.34,4.42,-13.07,-36.58,-58.22
AAMI,83.09,83.95,3.86,2.8,512231,1.27,4.07,17.77,24.35,54.32,79.23,60.08,3.97,3.93,9.17,42.17,-2.87
AAOI,83.35,90.11,17.76,8.93,10949110,1.27,-17.01,-38.49,-44.61,119.41,147.93,38.79,11.61,16.23,-37.76,0.45,-61.44
AAON,88.83,87.59,3.2,4.67,1488118,1.24,-16.98,-30.79,-6.17,-5.82,12.57,26.66,6.33,7.83,-28.37,-13.03,-41.79
AAP,57.93,56.19,-3.83,-0.86,1295182,0.8,2.29,-10.17,-6.35,17.54,41.97,49.26,5.3,5.21,-2.01,7.0,-13.83
AAPB,44.37,44.56,-2.55,-2.98,199471,3.22,6.34,37.62,37.92,59.78,39.26,60.46,4.22,4.41,14.08,34.65,-6.44
AAPD,10.49,10.48,1.45,1.55,17130673,1.43,-3.32,-16.03,-17.55,-25.14,-20.06,37.47,2.44,2.66,-8.17,-18.56,-41.48
AAPG,18.43,18.07,-1.31,0.66,2610,0.53,-5.49,3.91,-20.95,-27.14,-31.19,44.59,3.27,3.93,-2.52,-29.0,-62.7
AAPL,333.1,333.43,-1.41,-1.51,74812311,1.48,3.64,18.59,19.57,30.67,22.47,61.66,2.47,2.42,7.8,20.09,-3.23
AAPU,45.72,45.83,-2.78,-3.01,3241897,1.99,6.85,38.79,37.01,56.63,35.93,60.58,4.9,4.6,13.85,32.68,-6.26
AARD,5.46,6.4,20.3,2.63,152451,1.0,1.91,24.27,20.08,-51.59,-51.88,54.79,16.14,11.96,28.77,-25.47,-64.33
AAT,23.9,24.03,1.31,0.76,546583,1.33,-0.37,-2.91,15.7,34.77,27.21,42.52,2.13,2.23,-0.75,17.2,-7.47
AAUB,48.88,49.36,2.58,1.59,8340,,-0.25,-0.25,-0.25,-0.25,-0.25,,1.69,,,,-0.26
AAUC,17.22,17.84,4.76,1.12,927900,0.99,-15.61,-23.43,-40.51,-42.91,-23.63,27.31,4.43,6.53,-25.59,-30.56,-44.6
AAUS,59.14,59.37,1.57,1.18,25887,0.67,0.05,-0.13,2.5,6.78,7.73,49.14,0.35,0.79,-0.39,5.48,-2.46
AAVM,33.28,33.72,2.13,0.81,1559,1.13,0.74,0.1,0.23,6.7,13.26,52.99,0.43,0.94,-0.24,5.76,-3.25
AAXJ,107.94,109.84,3.97,2.17,449137,1.01,-1.91,-6.86,0.18,8.26,15.35,44.54,1.85,2.77,-4.98,6.3,-12.05
AB,37.06,36.72,-1.05,-0.13,259547,1.09,-0.78,4.91,-8.2,-11.65,-4.37,45.19,1.73,1.84,-0.54,-5.28,-16.75
ABAT,2.13,2.04,-0.49,3.9,3817623,1.27,-14.64,-24.16,-39.1,-51.49,-40.35,31.42,6.38,9.11,-29.88,-44.85,-82.25
ABBV,258.38,257.41,-2.24,-1.87,6406526,1.18,1.35,0.95,22.0,16.73,12.53,58.86,2.4,2.47,8.46,14.62,-3.76
ABCB,88.6,87.57,-0.3,0.88,312157,0.5,-1.29,-2.86,2.95,9.9,18.07,44.84,2.22,2.26,-0.34,8.29,-6.06
ABCL,5.53,5.69,5.57,2.6,4340217,0.84,0,-28.02,37.11,49.74,66.37,44.85,8.63,8.73,-5.83,26.96,-32.58
ABCS,35.31,35.47,-0.68,-1.12,3252,1.7,3.7,5.97,10.59,14.82,16.36,68.45,0.44,0.86,6.0,13.11,-1.07
ABEO,6.26,6.47,3.85,0.48,689784,0.6,0.31,14.31,18.5,28.63,22.08,53.33,5.82,4.98,7.55,21.77,-14.19
ABEQ,38.49,38.43,-0.35,-0.19,9196,0.94,1.88,3.2,2.04,2.53,7.59,64.74,0.59,0.71,2.55,3.41,-4.12
ABEV,2.98,3.12,0.65,-3.87,59901899,3.27,0.32,-0.95,6.85,11.43,25.3,52.33,2.24,2.43,-0.53,9.9,-9.56
ABG,242.75,233.14,-6.09,-2.22,240585,0.75,5.78,16.45,13.64,-0.88,0.22,60.48,4.11,4.05,14.07,7.25,-11.48
ABI,24.84,24.84,0,0,116,1.07,0.28,-0.16,-0.08,-0.82,0.04,53.75,0.0,0.07,-0.0,-0.21,-2.05
ABIG,34.21,34.26,2.15,2.0,3290,0.85,0.24,-0.96,4.35,6.0,6.26,51.43,0.31,0.82,0.57,6.25,-1.9
ABLV,0.82,0.86,4.01,-1.2,30170,0.81,-6.16,-21.52,39.17,21.59,37.03,32.63,7.63,7.87,-17.86,2.95,-51.23
ABM,49.22,47.6,-3.57,-0.28,451872,1.03,2.01,6.08,15.73,4.48,12.53,58.62,2.35,2.49,7.98,10.67,-5.03
ABNB,151.5,152.08,-0.61,-0.99,3056061,0.85,10.54,3.25,7.61,16.12,11.87,60.76,2.75,2.93,8.02,14.88,-2.82
ABOS,2.12,2.17,2.84,0.47,333425,0.9,0,-21.66,-8.05,-21.94,1.88,42.83,7.07,7.29,-8.82,-7.76,-39.72
ABR,5.05,4.79,-5.71,-0.59,6544659,2.06,-4.77,-10.8,-39.97,-38.59,-38.19,35.32,3.66,3.86,-8.49,-36.78,-61.91
ABR/PD,15.9,15.95,0.31,0,13525,1.2,-0.03,-0.93,-6.07,-9.12,-7.0,44.28,0.76,0.88,-1.32,-6.87,-15.79
ABR/PE,15.77,15.73,0.35,0.61,6799,1.26,-1.07,-1.29,-6.09,-11.73,-7.36,40.23,0.73,0.94,-1.84,-7.16,-17.21
ABR/PF,22.32,22.6,1.62,0.36,20487,1.57,1.39,0.89,-3.05,1.03,3.81,51.37,1.35,1.33,-0.64,0.74,-4.24
ABSI,7,7.64,10.72,1.45,3729198,1.13,-5.62,-32.63,54.5,158.11,115.21,42.09,8.36,10.12,-5.1,65.25,-36.62
ABT,106.01,105.61,-2.21,-1.84,8155501,0.56,4.33,13.21,16.05,-0.42,-15.31,66.64,2.74,2.9,13.6,-2.64,-23.19
ABTC,5.36,5.9,13.68,3.28,1857937,1.44,-1.83,-42.16,-66.67,-73.78,-77.52,35.54,13.48,13.19,-43.78,-78.28,-97.29
ABTS,1.04,1.13,8.65,0,21995,0.98,-7.38,-4.96,-4.24,-73.03,-78.84,46.07,9.24,11.87,-9.32,-66.08,-89.59
ABUS,4.3,4.41,2.8,0.23,786236,0.49,3.04,-6.17,5.0,7.56,-9.17,45.67,4.99,4.52,-2.4,-0.87,-18.03
ABVC,1.01,1.08,6.93,0,118688,1.48,-9.24,-32.08,2.86,-48.57,-49.3,39.0,12.93,12.74,-19.93,-38.95,-68.24
ABVX,119.6,124.33,4.62,0.64,1493059,1.49,-3.07,-5.02,5.88,9.7,-9.12,48.63,4.19,5.49,5.08,6.55,-16.46
ABX,10.29,10.47,1.65,-0.1,543665,0.95,-0.95,-2.97,10.56,31.7,22.6,50.55,5.16,4.56,4.93,23.29,-15.84
ACA,145.35,145.23,0.25,0.33,470244,0.56,0.39,0.17,21.47,28.51,35.89,66.49,0.45,0.83,6.47,24.08,-1.15
ACAA,9.95,9.95,-0.5,-0.5,1008,0.03,-0.5,-0.5,0.1,0.51,0.51,41.19,0.45,0.35,-0.29,,-2.78
ACAAU,10.07,10.07,0,0,511,0.01,-0.1,0.5,0.3,0.7,0.7,51.57,0.29,1.3,0.22,,-14.88
ACAD,26.13,26.55,0.8,-0.8,1298677,0.94,9.57,4.78,19.0,3.75,-0.75,67.02,3.09,2.98,12.85,12.48,-6.35
ACB,2.75,2.83,3.66,0.73,1179644,0.98,6.79,-1.39,-18.68,-31.64,-34.34,53.81,3.33,3.46,-5.6,-25.6,-57.54
ACCL,2.13,2.21,2.98,-0.93,26118,0.66,5.43,33.37,50.61,64.0,-20.65,75.08,5.22,5.45,28.75,,-55.72
ACCO,4.32,4.23,-2.31,-0.23,643335,1.01,6.02,0,22.61,9.3,12.2,56.93,3.61,3.5,5.83,13.07,-3.64
ACCS,6.51,6.79,-0.15,-4.26,18434,1.48,3.66,1.19,-14.86,-21.05,-26.83,50.19,6.75,7.6,3.78,-14.64,-45.42
ACDC,3.63,3.71,2.77,0.55,1523474,1.03,-28.93,-36.03,-50.4,-24.59,-5.12,29.51,7.93,10.63,-36.94,-30.8,-54.87
ACEI,22.7,22.79,2.66,2.25,18311,0.81,-0.48,-1.6,-7.13,-5.94,-7.96,42.48,1.11,1.4,-3.67,-5.88,-16.58
ACEL,12.34,11.96,-3.0,0.08,202296,0.81,1.79,-6.71,-4.47,7.17,5.1,41.02,2.48,2.71,-3.72,4.61,-14.57
ACEP,19.79,19.89,1.17,0.66,3446,1.69,-0.3,0.94,5.43,11.93,20.77,53.84,0.29,0.77,0.49,,-3.3
ACES,30.02,30.75,3.92,1.45,17335,0.19,-3.18,-12.72,-13.65,-14.7,-6.68,37.2,2.81,3.34,-13.67,-11.51,-28.49
ACET,8.38,9.06,9.16,0.96,60754,0.65,8.5,5.59,20.0,7.73,7.47,58.88,6.71,5.82,9.73,5.51,-48.05
ACFN,19.66,19.66,4.83,4.83,925,0.09,-5.84,15.58,1.87,8.56,29.34,58.13,4.1,4.34,12.18,8.31,-40.42
ACGC,9.99,9.99,0.3,0.3,1579,0.01,0.4,0.5,0.5,0.5,0.5,64.97,0.12,0.3,,,-8.26
ACGCU,10.08,10.08,0,0,5100,1.46,0.1,-0.3,0.7,1.41,1.41,57.67,0.04,0.43,0.53,,-6.23
ACGL,103.43,101.14,-3.26,-1.07,2149809,1.03,2.9,3.35,6.52,5.32,5.61,52.19,2.46,2.76,4.9,6.77,-5.55
ACGLN,16.33,16.35,0.12,0,61331,1.2,0.49,0.93,-5.33,-8.45,-2.39,54.13,0.96,0.96,0.48,-3.92,-10.85
ACGLO,19.46,19.53,0.36,0,20609,0.65,0.36,2.09,-4.08,-8.01,-4.12,57.22,0.92,0.84,0.77,-4.27,-12.03
ACGR,66.08,66.41,2.75,2.23,603,1.78,0.35,-3.92,-0.96,2.34,0.14,44.87,0.19,1.12,-3.04,1.02,-8.12
ACH,3.35,3.34,0.6,0.9,502728,1.27,6.37,-2.91,-11.41,61.35,19.29,51.58,7.53,6.92,6.48,12.23,-52.96
ACHC,27.57,28.14,2.89,0.8,3439740,1.0,-18.95,1.55,9.11,114.56,96.78,41.11,6.2,6.77,0.7,28.61,-21.46
ACHR,4.58,4.74,5.8,2.23,31568307,0.82,-7.06,1.28,-17.71,-35.51,-38.2,45.58,7.39,7.53,-11.72,-32.55,-67.58
ACHV,6.21,6.3,2.02,0.57,829020,0.75,0.64,1.12,43.51,43.02,26.51,56.06,6.97,6.28,10.68,32.43,-11.39
ACI,12.28,11.6,-3.81,1.82,8732707,0.65,-7.2,-12.65,-30.12,-29.78,-32.44,31.96,3.97,5.81,-20.28,-30.57,-42.06
ACIC,10.92,10.62,-3.89,-1.18,202855,0.75,6.73,-4.24,-10.91,-3.19,-10.61,49.28,3.44,3.35,-0.53,-6.59,-18.65
ACII,25.56,25.5,1.03,1.27,36631,0.97,0.51,0,3.28,0.35,0.47,48.9,0.98,1.08,-0.59,0.04,-5.1
ACIU,2.3,2.37,4.41,1.32,245777,1.29,4.87,-5.2,-21.78,-29.04,-25,50.1,6.0,5.55,-3.12,-18.82,-40.75
ACIW,59.15,57.69,-4.14,-1.71,661749,0.69,5.58,17.28,30.96,33.91,20.16,60.54,3.44,3.45,16.65,26.4,-5.55
ACKY,17.16,17.14,1.36,1.48,8511,0.35,-0.41,-0.58,-9.79,-13.43,-13.43,41.03,1.12,1.39,-3.81,-9.46,-17.28
ACLC,82,83.04,1.23,-0.05,2829,0.43,-0.38,-0.69,1.13,4.84,5.47,46.94,0.61,0.9,-0.72,4.19,-3.02
ACLO,50.47,50.52,0.11,0.02,72813,3.26,0.17,0.09,0.49,-0.13,0.43,61.46,0.08,0.1,0.21,0.25,-0.85
ACLS,118.9,125.21,11.74,6.11,339221,0.82,-10.24,-29.93,-9.83,39.65,53.42,41.21,7.9,9.31,-18.76,13.03,-35.39
