ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
A,126.39,132.86,2.0,-2.97,2383954,1.03,-0.8,5.81,8.13,-4.62,-2.48,53.09,3.02,3.15,4.17,1.38,-17.1
AA,44.39,44.35,2.0,2.09,6846052,1.12,-11.64,-27.53,-35.19,-31.24,-18.05,27.39,4.64,6.13,-27.45,-20.41,-47.44
AAA,24.94,24.99,0.28,0.06,8185,1.55,0.26,-0.1,0.06,-0.02,0.06,52.93,0.39,0.36,0.11,0.02,-0.58
AAAC,20.07,20.07,0,0,13,0.0,0.07,-0.02,0.1,-0.32,0,56.97,0.04,0.07,0.06,,-0.57
AAAD,49.89,49.89,-0.19,-0.19,11,0.05,-0.15,-0.72,-0.08,-0.08,-0.08,45.22,0.0,0.19,,,-1.04
AAAP,25.29,25.29,0,0.02,406,0.0,0.16,0.66,0.66,0.66,0.66,91.51,0.24,0.07,,,-0.02
AAC.U,10.06,10.06,0.34,0.34,478,0.0,-0.05,-0.05,-0.05,-0.05,-0.05,53.73,1.11,0.31,,,-0.3
AACB,10.54,10.51,0.1,0.33,28506,1.23,-0.1,0.1,1.35,1.64,2.04,51.24,0.3,0.34,0.39,2.21,-0.76
AACG,0.92,0.93,-1.84,-3.16,3817,1.09,-2.15,1.36,-11.02,-11.19,18.04,41.02,6.18,7.08,-12.2,-12.08,-63.85
AACI,10,9.97,0,0.3,10143,0.5,0.2,-0.1,0.76,0.2,0.2,54.71,0.19,0.23,0.37,,-0.3
AACIU,10.14,10.14,0,0,1729,0.64,0,-1.55,1.3,1.71,1.71,57.77,0.46,0.81,1.3,,-5.67
AACO,9.93,9.93,-0.5,-0.5,25232,1.14,-0.4,0.3,0.81,-0.2,-0.2,48.87,0.1,0.21,,,-0.6
AACOU,10.07,10.05,-0.5,-0.3,155575,71.37,-0.5,0.2,1.01,0.6,0.6,51.65,0.24,1.82,0.63,,-10.51
AACP,9.99,9.98,0,0.1,4243,0.25,0.3,-0.1,0.3,0.3,0.3,53.4,0.14,0.19,,,-0.3
AACPU,10.22,10.22,0,0,400,0.4,0,-1.26,1.69,2.1,2.1,51.1,0.25,0.53,0.71,,-4.49
AADR,82.45,82.42,1.22,1.26,26746,21.24,-0.96,-3.08,-2.4,-12.71,-5.49,47.28,1.13,1.49,-1.71,-4.34,-16.23
AADX,17.13,18.03,7.0,1.66,570670,0.68,-4.15,-11.14,-13.11,-13.11,-13.11,44.0,10.09,9.74,,,-25.62
AAEQ,53.36,53.36,0.86,0.86,18,0.06,-0.53,0.51,4.99,8.35,8.25,52.82,0.23,0.67,0.49,,-1.54
AAL,15.33,15.28,0.92,1.25,90809785,0.6,-6.23,-3.6,29.49,-0.26,-0.59,42.9,4.15,4.36,1.38,12.34,-18.68
AALG,14.5,14.47,2.13,2.36,10064,0.55,-13.1,-9.29,53.59,-19.08,-17.09,41.26,7.04,8.23,-1.39,7.55,-34.44
AAME,1.57,1.56,-0.64,0,16149,1.12,-6.02,-10.86,-37.6,-40.69,-47.47,29.41,3.62,4.33,-17.64,-37.3,-57.95
AAMI,82.68,83.95,2.19,0.65,353824,0.92,6.35,10.64,26.26,51.18,79.23,64.11,3.89,3.66,11.56,45.36,-2.08
AAOI,107.74,119.26,15.76,4.58,10283304,1.24,-0.13,-31.71,-23.31,198.22,228.13,44.93,11.7,13.42,-24.29,36.47,-48.96
AAON,106.65,105.61,1.67,2.67,1178292,1.14,-8.93,-23.66,8.91,9.02,35.73,35.46,6.05,6.85,-17.35,4.74,-29.81
AAP,55.21,55.64,6.92,6.09,2425987,1.27,-0.39,-4.69,-5.69,21.33,40.58,48.33,5.33,5.3,-1.65,6.0,-20.51
AAPB,42.02,43.16,0.63,-2.04,73387,1.0,9.14,17.1,44.22,61.3,34.89,62.9,4.94,4.47,13.72,32.44,-4.2
AAPD,10.81,10.67,-0.33,1.03,9947052,0.91,-4.22,-10.26,-19.41,-25.54,-18.61,34.45,2.86,2.82,-8.12,-17.86,-40.42
AAPG,18.89,19.1,3.97,2.86,4985,0.76,-1.44,9.8,-25.57,-25.19,-27.27,51.75,3.39,4.1,1.22,-26.93,-60.58
AAPL,323.13,327.74,0.35,-1.06,41338916,0.85,4.46,9.94,22.37,31.52,20.38,64.54,2.89,2.5,7.73,19.21,-2.16
AAPU,43.38,44.38,0.54,-1.72,1353178,0.77,8.68,17.75,43.67,58.5,31.63,63.44,5.77,4.72,13.39,30.23,-4.35
AARD,5.61,6.08,9.95,1.45,160970,0.24,2.01,55.9,11.36,-61.86,-54.29,55.08,16.55,12.84,24.59,-32.04,-66.11
AAT,25.26,25.29,0.12,0,320237,0.92,0.16,5.37,21.88,37.97,33.88,59.94,2.01,1.94,6.43,24.23,-2.62
AAUC,20.79,21.04,3.09,1.86,1227499,2.28,-8.48,-17.81,-34.52,-28.68,-9.93,32.85,4.57,4.78,-16.69,-17.9,-34.66
AAUS,59.92,59.88,0.77,0.84,72211,9.54,-0.68,0.6,5.33,8.48,8.66,52.31,0.21,0.64,0.44,6.71,-1.63
AAVM,33.54,33.54,1.6,1.6,271,0.2,-0.55,-1.64,-0.16,5.84,12.68,49.23,0.3,0.86,-1.06,5.75,-3.75
AAXJ,113.31,113.62,3.06,2.78,306218,0.42,-0.11,-6.91,5.71,13.94,19.32,47.73,1.85,2.72,-2.38,10.6,-9.02
AB,38.06,37.6,-0.95,0.26,262351,1.27,0.89,3.61,-3.69,-7.57,-2.08,56.07,1.87,1.77,1.37,-3.1,-14.76
ABAT,2.35,2.45,6.99,2.4,2440642,0.77,-3.92,-22.71,-26.87,-47.65,-28.36,40.34,6.38,8.46,-19.83,-35.88,-78.68
ABBV,253.7,256.1,1.07,0.13,4819290,0.79,4.11,15.69,24.82,18.41,11.96,65.01,2.78,2.44,11.28,14.5,-2.12
ABCB,90.48,90.67,-0.15,-0.36,637110,1.63,0.91,4.7,7.23,9.97,22.25,54.48,2.04,2.03,3.85,12.83,-2.74
ABCL,5.82,5.97,2.93,0.26,5132274,0.84,-10.76,6.42,47.41,36.46,74.56,44.61,10.09,9.96,0.62,32.8,-29.27
ABCS,34.34,34.45,0.15,-0.18,2825,1.49,0.6,4.95,7.34,9.43,13.04,63.88,0.45,0.75,4.39,10.48,-1.05
