ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
ARKG,87.4,84.13,-3.04,0.73,2234083,0.89,-0.15,-4.34,10.05,-24.42,-9.1,46.2,2.04,2.91,-2.02,-4.77,-24.73
XHE,128.19,124.64,-2.72,0.05,21792,0.69,-3.29,-3.12,5.52,-1.78,10.11,41.1,1.26,1.5,-1.2,4.95,-4.66
ARKK,124.19,120.78,-2.61,0.14,5416520,0.8,1.01,-2.64,14.44,-21.62,-2.6,49.5,1.84,2.88,0.79,-0.04,-22.44
IBB,175.88,172.41,-1.81,0.17,4090228,1.25,2.14,6.44,17.05,0.89,15.08,62.6,1.39,2.01,6.35,11.89,-1.81
VXX,442.08,440.48,-1.71,-1.36,1096398,0.64,-7.65,-5.85,-33.2,-58.03,-62.29,39.0,4.64,5.37,-10.67,-48.53,-78.3
EWY,87.33,87.16,-1.43,-1.23,3172879,0.93,-1.15,-2.08,-3.4,-3.57,0.78,42.8,1.11,1.24,-2.67,1.61,-7.49
SMH,132.09,129.98,-1.28,0.32,6767148,0.97,-1.15,1.52,13.32,9.07,20.77,56.2,1.36,1.79,3.29,12.58,-2.22
IHI,63.26,62.4,-1.23,0.13,616144,0.78,-1.83,1.78,9.97,9.8,16.02,55.7,0.74,1.18,3.8,11.08,-1.83
SOXX,150.93,148.96,-1.16,0.15,2767693,1.27,-0.97,1.96,13.69,10.49,21.88,57.1,1.35,1.82,3.52,12.76,-1.99
XLRE,44.89,44.35,-1.07,0.13,7006729,1.32,-1.22,-0.62,10.14,22.5,32.23,50.4,0.81,1.13,1.3,16.08,-1.68
EWT,53.17,52.85,-0.95,-0.34,3325872,0.93,-0.96,-1.39,5.32,8.62,18.59,48.6,0.83,1.11,0.07,9.83,-2.39
XBI,128.36,126.48,-0.82,0.65,4159380,0.81,1.33,-4.06,1.1,-26.38,-10.24,46.8,1.74,2.59,-3.18,-7.39,-27.29
XLK,74.65,73.98,-0.72,0.18,10794088,0.86,-0.38,1.27,13.63,12.64,20.28,57.0,0.76,1.1,3.62,13.72,-1.13
TAN,88.29,87.56,-0.6,0.23,934972,0.76,-1.06,-2.36,19.96,-28.19,-16.58,55.7,2.4,3.24,4.33,-2.13,-28.19
SLV,21.6,21.62,-0.6,-0.69,17390778,0.79,-8.7,-10.96,-15.78,-14.48,-14.71,26.0,1.48,2.09,-10.6,-9.9,-19.21
VUG,48.6,48.24,-0.57,0.17,4404989,0.92,0.03,1.16,12.43,11.83,19.34,58.5,0.74,0.98,3.55,13.09,-0.91
QQQ,360.69,358.32,-0.51,0.14,35965449,0.96,0.01,1.22,12.9,10.26,18.89,59.8,0.65,1.01,3.6,12.92,-0.77
TLT,126.28,125.5,-0.46,0.16,16020936,0.8,-2.77,0.28,7.39,-0.69,-6.1,45.7,0.94,1.11,0.94,0.44,-11.0
IWF,68.96,68.53,-0.44,0.18,3753995,0.59,-0.07,1.21,12.52,11.81,18.91,59.3,0.71,0.94,3.64,13.14,-0.83
IWO,300.38,299.1,-0.31,0.12,585878,1.21,0.61,-2.2,4.46,-10.42,6.74,50.6,1.33,1.74,-0.46,2.43,-10.42
EWH,25.43,25.52,-0.31,-0.65,4176491,0.73,-1.03,-2.89,-3.15,0.52,5.57,41.4,1.02,1.0,-2.61,1.01,-6.5
BOTZ,34.72,34.4,-0.26,0.67,236220,0.52,-0.32,-1.91,4.66,-4.35,4.66,52.7,1.12,1.33,0.01,3.03,-5.27
XLV,131.04,130.67,-0.23,0.05,5943039,0.67,-0.77,3.24,8.77,15.65,18.76,66.8,0.62,0.92,4.45,13.03,-0.77
HYG,85.6,85.39,-0.23,0.01,32108322,1.55,-0.53,-1.12,0.26,-0.07,0.5,37.9,0.28,0.26,-0.59,0.59,-1.23
LQD,132.69,132.23,-0.22,0.12,12245573,0.89,-1.85,-0.72,2.65,-0.65,-2.29,37.6,0.36,0.48,-0.34,0.26,-2.83
XSD,197.15,196.53,-0.14,0.17,22862,0.38,2.15,4.39,18.67,2.62,16.25,64.9,1.64,2.05,6.43,12.17,-1.7
ICLN,23.26,23.08,-0.13,0.64,3814242,0.93,0.35,-1.02,9.08,-25.1,-18.49,57.1,1.42,1.74,1.92,-4.59,-30.03
LIT,85.0,85.39,-0.13,-0.58,943478,0.93,4.62,4.95,41.47,21.12,29.2,65.3,2.56,2.29,13.77,34.05,-0.97
ROBO,66.67,66.45,-0.06,0.27,200443,2.09,-0.15,1.29,7.16,-6.07,9.47,59.4,0.95,1.14,2.6,6.22,-6.97
