ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
EWJ,33.67,33.71,-1.02,-1.12,11276879,1.19,-1.71,1.03,6.19,6.43,-2.21,53.1,0.97,1.09,3.13,5.68,-3.2
UNG,321.6,319.52,-0.65,0.0,548339,1.02,5.22,5.05,-10.73,-2.82,9.48,57.6,2.21,2.93,-0.42,3.84,-15.81
URA,35.02,34.18,-0.54,1.89,136075,2.14,4.37,10.81,3.14,0.08,8.82,69.8,1.91,2.41,15.05,1.66,-31.49
SOXX,16.24,16.2,-0.34,-0.11,521087,0.68,1.76,4.9,8.2,10.98,2.22,66.3,1.3,1.34,6.97,6.83,-6.35
EWL,22.5,22.54,-0.25,-0.43,544301,0.94,0.5,3.55,6.8,21.21,2.59,67.8,0.78,0.92,5.53,14.78,-0.85
EWY,53.43,53.35,-0.22,-0.06,2110719,0.87,-1.06,-0.11,5.68,16.3,-4.1,50.9,1.0,1.14,2.4,8.43,-4.1
SMH,14.97,14.99,-0.2,-0.35,3390545,0.91,1.08,4.64,11.39,11.08,1.47,62.1,1.57,1.61,6.68,7.75,-3.13
EEM,34.45,34.51,-0.15,-0.34,60234290,0.94,0.12,2.8,5.82,14.18,-1.14,61.1,0.78,0.99,4.18,9.97,-1.14
EFV,35.46,35.55,-0.14,-0.4,250850,0.42,-0.36,3.7,6.04,18.24,1.36,65.3,0.8,0.96,5.11,12.98,-0.36
UUP,19.7,19.7,-0.09,-0.09,828498,0.73,0.55,0.74,0.87,-4.3,0.09,49.5,0.36,0.42,-0.36,-1.79,-5.5
EWG,20.05,20.1,-0.07,-0.31,3188499,0.94,-0.67,1.76,6.2,23.65,0.2,59.9,0.95,1.12,4.91,15.26,-0.67
ICLN,6.22,6.22,-0.05,0.0,20192,0.82,-0.71,4.04,8.51,13.2,1.97,59.9,1.39,1.51,8.24,7.01,-25.11
