ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
GLD,117.88,117.1,-1.4,-0.74,10756183,0.91,-1.85,-1.3,14.5,8.01,13.81,48.5,1.2,1.47,1.79,7.34,-3.62
TLT,98.89,98.65,-1.0,-0.75,9823455,1.08,1.33,-0.74,6.58,6.24,7.22,53.4,0.74,1.09,0.68,6.14,-2.79
XBI,50.8,49.73,-0.81,1.32,7455541,1.03,-4.44,4.86,-27.96,-19.65,-25.95,49.0,3.07,4.88,-0.05,-25.59,-44.25
SLV,14.6,14.49,-0.75,0.0,7868683,0.85,-4.17,2.04,9.03,3.95,9.86,47.8,1.5,1.92,0.89,1.76,-14.21
USO,79.92,77.84,-0.71,1.94,4613714,0.93,-7.69,8.11,-10.98,-32.34,-11.38,48.8,2.9,4.04,5.16,-26.17,-53.27
IBB,85.05,83.71,-0.64,0.94,5887206,0.94,-3.04,0.4,-24.35,-12.21,-21.96,46.8,2.21,3.39,-2.46,-20.83,-35.9
DBC,13.07,12.93,-0.38,0.68,1374873,0.55,-2.99,4.38,0.83,-10.91,0.37,53.5,1.06,1.48,3.91,-8.53,-27.9
PHO,21.58,21.43,-0.36,0.32,68434,1.23,1.05,7.42,1.61,8.35,2.75,65.4,1.01,1.5,7.56,0.2,-15.66
EWJ,41.53,41.53,-0.34,-0.34,11106802,1.13,0.26,6.53,-4.36,3.14,-2.76,58.2,1.13,1.37,3.84,-3.03,-11.83
UUP,22.23,22.19,-0.32,-0.12,3362042,2.1,-0.85,-3.57,-3.42,-1.87,-4.32,34.0,0.47,0.64,-2.49,-2.73,-6.22
PBW,18.1,18.06,-0.25,0.0,5781,0.31,-2.41,-0.01,-15.54,1.22,-12.81,49.0,1.33,2.17,2.43,-8.53,-31.35
XLU,18.11,18.07,-0.24,0.0,39633485,0.83,1.88,7.34,14.12,18.09,15.06,71.2,0.61,1.32,6.37,13.98,-0.24
XLRE,25.96,25.69,-0.21,0.83,5188,0.44,2.39,10.14,4.28,,6.06,70.5,1.15,1.18,8.3,,-0.21
LQD,100.93,100.8,-0.13,0.0,4551439,1.05,0.86,3.16,4.04,3.51,4.45,76.6,0.29,0.45,3.18,3.65,-0.37
IJH,25.62,25.47,-0.04,0.55,9407537,1.56,1.02,8.46,2.58,7.63,5.12,69.0,1.0,1.3,8.04,2.7,-5.62
MDY,242.91,241.28,-0.02,0.66,2495806,1.28,1.06,8.42,2.53,7.48,5.01,69.0,1.01,1.31,8.0,2.62,-5.73
IWM,101.94,101.4,0.0,0.53,38745175,1.04,1.32,7.72,-2.92,2.63,0.59,64.1,1.31,1.64,7.27,-2.07,-13.24
XLV,61.51,61.21,0.01,0.5,8450285,0.65,0.13,3.03,-5.38,6.59,-3.53,56.4,0.97,1.41,2.31,-2.98,-10.94
IWO,127.0,126.21,0.02,0.64,928378,1.14,1.43,7.12,-6.01,0.02,-2.45,63.1,1.4,1.8,6.74,-4.99,-16.58
VB,101.7,101.26,0.07,0.51,723100,1.1,0.87,8.16,-0.1,4.93,2.39,65.9,1.15,1.47,7.77,0.11,-9.89
IWN,82.76,82.53,0.07,0.36,3162703,1.97,1.18,8.25,0.37,5.25,3.82,65.0,1.25,1.52,7.83,0.91,-9.69
IJR,51.47,51.27,0.1,0.48,2033222,1.11,1.71,8.05,1.19,7.24,4.97,66.3,1.24,1.52,8.03,2.27,-6.47
ITA,55.12,54.86,0.1,0.57,54316,0.64,-0.31,5.12,-0.21,10.11,0.96,64.3,0.78,1.31,5.98,2.36,-5.42
PPA,33.2,33.15,0.15,0.29,37452,1.07,0.23,5.34,-0.77,10.94,0.83,67.0,0.71,1.13,5.69,2.81,-3.33
XLI,49.59,49.24,0.18,0.88,9255976,0.79,-0.07,7.23,4.77,15.15,6.86,69.3,0.83,1.22,7.6,6.39,-0.72
XLE,20.91,20.77,0.19,0.9,46912367,0.68,-1.59,10.22,3.17,5.09,3.42,57.5,1.66,2.31,6.97,-2.62,-23.06
AIRR,17.33,17.39,0.28,-0.06,2679,0.16,0.62,11.6,3.78,14.45,8.96,70.4,1.3,1.37,12.1,6.26,-9.13
EWP,22.62,22.55,0.29,0.59,867653,0.55,-0.58,10.27,-4.37,-3.37,-1.0,58.9,1.38,1.61,5.72,-7.48,-22.65
RSP,70.46,70.32,0.31,0.51,890458,0.72,0.32,7.98,2.45,10.18,4.15,67.8,0.87,1.22,7.17,3.34,-3.74
ARKK,17.87,17.69,0.34,1.4,1516,1.52,2.12,14.35,-9.16,-1.47,-5.55,62.7,1.83,1.83,10.44,-2.36,-13.09
IHI,19.91,19.93,0.34,0.21,298280,0.54,1.7,5.25,-0.31,13.29,2.58,65.3,0.85,1.27,5.21,3.36,-2.77
HYG,63.19,63.3,0.35,0.18,15203752,0.83,-0.63,2.41,3.01,1.03,2.89,58.5,0.64,0.77,3.22,-0.43,-6.54
VUG,16.35,16.34,0.36,0.43,4216059,0.88,1.1,7.31,-0.08,9.04,2.2,71.7,0.81,1.1,6.42,2.07,-3.57
VTI,93.75,93.66,0.36,0.46,2530045,0.75,0.7,7.23,0.4,9.38,2.62,69.4,0.78,1.11,6.3,2.37,-3.33
VTV,69.85,69.75,0.38,0.52,924998,0.57,0.29,6.88,1.17,11.22,3.15,67.4,0.72,1.07,5.78,3.48,-2.23
IWD,85.7,85.59,0.39,0.53,1515260,0.86,0.25,7.49,1.26,9.76,3.01,66.7,0.82,1.16,6.26,2.47,-4.44
SPY,177.25,177.02,0.42,0.55,99724444,0.82,0.71,6.98,0.91,10.78,3.01,70.0,0.72,1.07,6.03,3.24,-1.51
XAR,49.57,49.5,0.42,0.56,13700,1.33,0.01,5.57,0.15,8.41,0.65,64.6,0.87,1.23,6.39,0.59,-10.48
VOO,162.51,162.36,0.43,0.52,2220815,0.86,0.73,7.12,1.01,10.93,3.1,70.1,0.74,1.06,6.1,3.33,-1.42
ROBO,24.1,24.33,0.45,-0.5,20072,0.95,0.7,9.12,1.0,13.54,3.06,67.7,1.1,1.49,8.96,3.86,-9.97
