ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
ASTE,54.54,51.74,-8.94,-4.02,330671,3.99,-7.15,-4.7,-11.45,12.93,39.76,35.1,2.27,3.15,-6.07,8.01,-11.45
NTLA,15.01,13.8,-8.31,-0.27,315796,0.7,14.81,-18.34,-25.2,,-37.75,42.4,5.88,9.06,-23.32,,-53.33
SMMT,11.85,11.01,-7.87,-0.84,38813,0.11,2.9,9.88,50.82,57.51,0.09,54.2,15.48,10.83,26.8,32.06,-23.28
WSO,111.19,106.97,-7.76,-4.11,808118,3.2,-7.43,-5.84,-7.5,-2.94,16.56,32.4,2.27,2.66,-8.11,-1.38,-11.91
WATT,9426.0,8742.0,-7.37,-0.13,1535,1.89,-10.23,-20.56,17.03,35.53,74.28,34.7,3.72,6.64,-14.21,26.4,-25.55
PRSO,5280.0,5280.0,-5.71,-5.71,1,0.74,3.12,-15.38,26.92,32.0,-42.61,42.3,4.82,8.1,-10.63,4.64,-57.42
VKTX,1.05,1.0,-5.66,-0.94,375649,1.12,-13.04,-24.24,-29.58,-32.89,-69.97,26.2,3.36,7.97,-22.06,-31.88,-84.2
NTRA,9.97,9.42,-5.33,0.2,152899,0.8,-7.96,-12.37,-28.91,-6.36,-8.9,31.9,2.89,5.52,-9.82,-9.15,-31.69
PNR,35.04,33.81,-5.12,-1.65,3868383,1.95,-5.38,-7.76,-11.81,-5.66,16.28,30.5,1.71,2.42,-8.91,-0.72,-15.77
PPSI,5.56,5.27,-5.12,0.16,1183,0.52,-9.85,-5.74,-1.82,50.0,52.54,44.7,3.92,5.32,-3.71,15.63,-31.99
FELE,34.47,33.95,-5.12,-3.67,178514,1.88,-5.24,-7.96,-8.25,12.22,37.82,32.0,1.67,2.54,-6.61,7.46,-11.6
BDC,67.43,64.13,-5.1,-0.22,432321,1.23,-2.57,-0.01,-11.91,0.93,41.97,41.6,1.9,3.24,-4.77,6.28,-13.01
CPRX,1.19,1.15,-4.96,-1.65,530020,0.33,-8.0,-1.71,54.84,82.51,-50.43,46.1,7.54,8.5,3.36,8.11,-67.14
VRDN,88.02,90.02,-4.65,-6.77,134,1.25,-16.64,-22.31,-23.05,-31.02,-44.43,32.1,3.84,10.95,-19.14,-23.85,-62.61
SNDX,14.44,13.83,-4.62,-0.42,38560,0.65,-6.36,5.81,12.81,-4.02,15.15,42.3,3.5,5.94,-4.08,,-19.26
AXSM,7.45,7.08,-4.19,0.81,51668,1.36,-3.54,-6.47,-11.28,-42.86,-41.92,40.0,3.39,6.37,-6.36,-16.09,-52.74
VSTM,15.84,15.48,-3.73,-1.49,23090,1.36,-5.84,-6.52,-0.77,-23.21,-27.53,39.0,3.17,6.17,-5.91,-6.37,-43.91
CRMD,11.25,10.6,-3.64,2.27,29034,0.44,-7.83,-22.06,41.33,-51.82,11.58,39.8,5.93,9.98,-5.82,-9.03,-52.89
MOD,11.4,11.0,-3.51,0.0,75790,0.84,3.29,-3.85,13.29,0.64,31.74,44.4,2.38,3.4,-2.09,10.49,-8.49
DCO,20.31,19.6,-3.5,0.0,39667,0.74,-5.08,-12.19,-3.92,21.44,21.59,34.3,2.45,3.8,-11.34,8.51,-19.71
SIMO,40.42,39.25,-3.36,-0.47,542173,0.68,-1.69,-7.1,-12.44,11.95,50.26,37.8,2.75,3.93,-9.64,6.5,-17.76
ALLE,63.05,61.14,-3.3,-0.29,880845,1.27,-3.5,-4.0,-8.69,-1.61,2.09,38.1,1.26,1.95,-4.87,-0.89,-9.86
BLD,30.71,29.85,-3.27,-0.49,446470,1.93,-6.19,-11.56,-21.45,-6.66,-0.07,26.5,1.41,2.5,-10.09,-7.36,-22.77
RGNX,16.8,16.3,-3.26,-0.3,129777,0.69,0.93,11.64,97.1,44.38,-4.12,56.8,3.78,4.99,13.36,36.96,-34.22
PI,27.78,27.02,-3.26,-0.54,203927,0.43,-3.36,-15.69,49.28,,50.36,39.7,4.84,7.08,-9.68,,-27.81
MTZ,29.6,28.75,-3.2,-0.34,273893,0.67,-3.2,0.7,16.87,22.55,63.63,45.6,1.52,2.56,-1.91,25.7,-7.02
KTOS,6.11,5.95,-3.09,-0.49,381516,1.34,-6.74,-8.32,31.64,9.17,46.19,33.6,1.99,4.11,-11.29,22.62,-21.19
PLUG,1.61,1.57,-3.09,-0.62,1222742,1.0,1.95,-3.98,-12.29,-26.29,-25.24,44.8,2.21,4.36,-1.83,-12.49,-46.23
MEI,30.32,29.53,-3.05,-0.47,174715,0.88,-0.78,-8.66,-10.36,1.93,3.13,35.6,2.35,2.92,-8.85,3.39,-13.69
IRDM,8.35,8.1,-2.99,0.0,731768,1.1,-3.57,3.98,-12.24,-0.12,-2.29,45.8,1.63,3.16,0.63,1.51,-12.53
CLDX,50.4,48.9,-2.98,0.0,113755,0.81,-5.78,-14.21,-31.66,-20.29,-78.25,37.1,4.9,6.24,-12.61,-33.14,-82.0
MMM,139.0,136.33,-2.94,-1.04,4661894,1.91,-2.17,-5.54,-6.18,0.36,15.53,28.9,0.89,1.37,-5.38,-0.35,-8.07
LII,138.43,134.95,-2.94,-0.44,551465,1.08,-4.22,-7.16,-7.08,6.25,17.98,26.0,1.2,2.08,-7.56,3.46,-10.84
ILMN,141.67,138.18,-2.87,-0.42,1104405,0.7,-4.85,-22.58,-14.84,-0.3,-23.78,29.6,5.71,4.25,-17.32,-11.07,-28.84
ENS,62.63,60.95,-2.86,-0.18,183364,0.9,-2.2,-3.85,2.0,11.09,19.27,39.1,1.6,2.27,-5.7,8.16,-10.22
PTCT,6.67,6.51,-2.84,-0.45,817005,0.36,-13.77,-44.07,14.01,-16.32,-78.9,26.6,10.29,15.09,-33.2,-36.97,-81.23
PCAR,28.69,28.58,-2.73,-2.36,8417432,3.04,-3.72,-4.18,-6.85,-8.25,17.75,28.7,1.09,2.09,-5.68,0.62,-9.42
CRUS,54.6,53.74,-2.72,-1.16,745451,1.19,0.35,4.72,28.66,41.01,83.41,52.5,1.55,2.91,2.06,32.73,-3.85
ALOT,13.62,13.58,-2.7,-2.4,2168,1.34,-0.03,-4.57,-4.57,0.91,5.14,43.8,1.99,2.7,-4.98,-0.3,-11.19
IESC,15.15,14.7,-2.65,0.33,150902,2.43,-7.55,-9.26,-9.76,1.52,27.94,36.8,2.75,4.96,-9.26,4.49,-17.42
