ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
CMI,7.05,6.47,-13.89,-6.15,2783200,1.34,-2.59,-15.98,-18.43,-41.2,-25.96,38.1,4.63,5.86,-16.97,-29.73,-45.38
PH,20.59,19.16,-9.26,-2.46,956872,1.1,-10.34,-12.82,-16.91,-15.46,-22.97,37.0,4.2,5.76,-16.51,-17.25,-27.89
LEU,656.41,656.41,-7.81,-7.81,11,0.24,-7.46,-36.38,-55.09,-66.11,-45.95,31.0,7.66,10.36,-35.46,-57.96,-72.88
QCOM,49.81,50.84,-4.89,-6.8,70956871,1.26,14.62,-6.24,55.1,212.19,-22.09,53.1,6.99,7.67,2.15,98.47,-22.09
ITW,20.99,20.47,-4.52,-2.09,2597869,1.39,-2.14,-5.13,-15.19,-28.65,-11.43,41.8,2.63,4.28,-8.6,-20.31,-30.43
TT,9.21,8.59,-4.21,2.72,7553302,1.92,-15.92,-21.88,-23.73,-45.61,-32.28,26.6,3.69,6.4,-25.68,-35.92,-49.33
CAT,13.34,12.78,-4.13,0.0,6132478,0.93,-7.61,-16.94,-27.33,-41.77,-24.97,32.0,3.03,5.1,-18.72,-32.23,-43.69
DE,13.97,13.5,-3.94,-0.64,1874212,0.51,-5.91,-16.89,-9.86,-10.97,-13.75,37.2,3.33,5.67,-12.97,-7.25,-23.15
RTX,11.7,11.25,-3.61,0.19,10827574,1.04,-2.44,-10.19,-9.0,-26.08,-18.3,40.8,2.62,5.06,-11.04,-16.6,-31.22
BMY,37.07,36.28,-3.46,-1.37,8384110,1.29,-8.96,-3.35,-21.81,-20.14,-9.82,36.1,2.33,3.83,-8.64,-15.73,-25.44
ROK,13.52,13.14,-3.28,-0.51,737629,1.09,2.31,-0.18,-2.74,-22.22,-2.96,50.5,2.66,4.03,-0.13,-10.42,-24.24
FAST,0.95,0.91,-3.06,0.64,6356385,0.77,-5.84,-10.5,3.36,-18.13,-0.76,39.4,3.1,4.51,-4.74,-10.76,-30.09
PEG,7.87,7.65,-2.98,-0.22,3943775,2.52,-9.39,-16.26,-16.02,-28.42,-14.74,17.6,1.43,2.7,-13.83,-22.19,-28.95
GWW,35.83,35.26,-2.93,-1.34,420915,0.75,-9.52,-10.75,4.91,1.42,-0.07,37.8,2.19,4.0,-6.08,-5.16,-20.36
ATRO,1.2,1.18,-2.04,0.08,3712,0.12,-4.0,-23.08,-7.7,-21.32,-13.36,36.6,3.85,5.27,-14.06,-11.19,-29.62
GD,15.71,15.44,-2.03,-0.33,3455099,1.29,1.65,-10.26,-16.87,-31.23,-13.51,37.4,1.97,4.1,-12.21,-26.98,-42.84
PCAR,3.42,3.37,-1.64,-0.38,8882057,1.58,-2.13,5.85,11.14,-17.85,1.57,53.6,2.01,3.86,1.72,-7.7,-25.33
MMM,32.2,31.89,-1.44,-0.49,5321926,1.13,3.72,0.23,-5.28,-6.6,-2.98,51.4,2.88,3.85,-2.08,-1.13,-10.91
LMT,11.91,11.87,-1.42,-1.08,1841043,0.69,-1.07,-8.8,-13.29,-54.83,-13.29,39.4,2.37,4.31,-10.08,-39.46,-60.6
DOV,19.29,19.19,-1.15,-0.65,1192571,1.05,-2.43,-12.27,-10.21,-7.52,-13.4,27.4,1.14,3.07,-11.14,-7.21,-20.01
D,10.52,10.35,-0.94,0.67,3142882,0.76,-5.09,-8.05,-15.68,-16.12,1.34,29.6,1.67,1.98,-5.59,-11.67,-20.56
NVDA,0.13,0.12,-0.91,0.55,67266645,0.55,11.93,54.1,64.33,160.3,39.49,74.9,6.65,6.18,43.74,125.73,-3.04
EMR,15.84,15.82,-0.27,-0.14,3763095,0.79,-0.92,-14.67,-14.6,-23.29,-15.24,36.5,2.02,3.59,-12.13,-18.92,-30.11
GE,208.89,210.11,0.45,-0.14,5710563,1.26,-3.32,-5.44,-4.77,12.37,-12.68,41.8,2.52,3.51,-8.92,5.41,-17.83
KLAC,4.27,4.22,0.69,1.99,61611025,1.08,1.48,17.56,63.64,121.44,34.21,61.8,3.71,6.15,21.24,77.89,-1.6
ITT,3.57,3.55,0.75,1.24,3528439,2.06,-11.5,-20.63,-25.47,-27.33,-23.65,20.5,2.01,4.61,-20.19,-26.49,-37.92
JCI,22.1,22.36,0.85,-0.32,14527904,0.89,-1.48,4.87,-9.7,-26.52,-0.5,46.6,3.78,5.13,2.24,-14.28,-29.08
HON,31.86,32.26,1.26,0.0,4887427,1.12,1.99,-3.47,-22.89,-29.96,-19.0,45.2,3.78,5.75,-11.8,-22.27,-32.16
NOC,15.43,15.46,1.4,1.25,1042504,1.03,0.21,-2.95,-16.18,-37.04,-12.37,40.5,2.08,3.32,-7.76,-23.29,-38.0
AMAT,36.5,37.17,1.41,-0.41,33524567,0.87,5.84,27.06,78.38,163.07,45.1,67.9,4.33,5.18,31.85,96.31,-2.59
LRCX,4.24,4.1,2.94,6.3,37882303,1.02,0.0,6.33,77.68,166.04,27.25,59.7,3.26,6.22,17.45,93.96,-2.06
AMD,20.75,21.28,3.65,1.07,4097800,0.6,-2.74,6.4,57.63,126.87,37.29,59.0,3.93,5.97,18.78,77.68,-6.46
MU,33.61,34.78,4.66,1.14,13296318,1.21,5.92,6.44,3.79,1.71,-7.66,52.7,4.17,6.17,-0.97,11.45,-15.96
INTC,37.23,37.85,4.82,3.08,128663475,1.69,6.66,12.57,44.71,37.6,31.36,64.0,3.28,4.55,20.58,48.7,0.0
TXN,54.51,57.71,7.23,1.27,18226811,1.36,16.22,38.58,58.31,98.93,53.43,71.2,4.9,5.04,36.75,79.48,0.0
MCHP,8.21,8.94,8.84,0.05,7005876,1.29,11.87,19.59,27.67,53.08,18.82,65.6,4.45,5.72,19.65,40.75,0.0
ADI,56.57,60.43,9.29,2.3,7215517,1.6,26.53,53.65,188.1,237.4,78.88,81.8,4.82,5.19,60.42,155.12,0.0
NTAP,72.07,79.37,11.84,1.56,7512162,1.08,14.0,86.61,237.33,537.28,135.29,79.4,6.1,6.95,83.08,271.41,0.0
ETN,9.17,10.95,18.99,-0.38,10611143,3.88,19.99,11.61,1.34,-21.05,9.95,69.3,4.62,4.31,12.45,-5.56,-22.62
