ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
HON,21.65,20.45,-5.55,0.0,7923726,1.73,-5.2,-12.62,-22.6,-28.41,-14.6,39.2,2.93,4.26,-9.12,-17.9,-30.02
FAST,1.58,1.55,-1.32,0.44,10692170,1.14,4.37,6.11,-8.82,-4.48,8.95,50.6,2.46,3.99,-1.73,-2.02,-16.95
QCOM,10.89,10.63,-1.22,1.14,39194399,1.19,7.76,13.18,-11.47,-28.66,-43.84,54.8,3.23,5.66,5.1,-20.34,-53.22
MMM,45.4,44.24,-1.04,1.56,4818333,0.82,2.68,-1.38,-2.87,3.68,5.77,49.5,1.37,2.55,0.66,2.74,-4.75
CMI,5.52,5.42,-0.96,0.81,1653078,0.83,1.4,-6.32,-14.17,-37.49,-25.36,43.9,2.24,3.62,-4.25,-22.44,-42.08
GD,31.4,30.47,-0.95,2.09,3512765,0.63,6.08,-4.89,-19.77,-10.53,1.2,50.5,2.58,4.29,-5.56,-9.96,-27.0
PEG,10.29,10.15,-0.79,0.6,2596289,0.59,0.0,-4.07,-22.51,-22.24,-19.91,42.1,2.17,3.14,-3.72,-17.4,-27.33
PCAR,4.42,4.39,-0.78,0.0,3762053,0.43,1.3,-8.17,-16.65,-29.33,-18.52,44.8,3.44,5.09,-6.93,-18.49,-33.07
GWW,36.39,36.1,-0.78,0.0,637551,1.25,1.8,-4.99,-11.59,-19.21,-5.05,46.6,1.57,2.79,-2.3,-11.33,-23.65
LMT,44.33,44.19,-0.76,-0.46,2014170,0.58,1.92,-0.37,2.96,14.48,41.36,55.9,1.96,3.21,3.57,12.9,-8.49
LEU,1533.32,1526.65,-0.44,-0.0,4,0.57,-7.16,-0.05,-6.09,7.23,1.62,40.6,3.17,4.49,-6.06,-1.84,-28.87
NTAP,7.38,7.35,-0.43,0.0,5034483,0.59,-0.22,24.29,-30.17,-56.74,-61.06,48.4,7.41,7.51,-3.05,-40.96,-65.57
BMY,17.52,17.11,-0.41,1.99,5218636,0.54,3.77,7.47,2.63,-46.49,-48.28,59.0,2.9,4.37,9.09,-27.34,-55.7
AMD,8.6,8.24,-0.36,3.99,2208900,0.46,-2.49,-6.68,-14.79,-42.38,-49.73,43.2,4.58,7.25,-6.17,-34.66,-58.8
KLAC,1.95,1.94,-0.32,0.19,206219526,0.85,6.5,-8.25,-30.39,-49.41,-36.06,43.5,4.09,6.5,-13.06,-35.98,-51.86
MU,18.85,18.55,-0.32,1.28,4938721,0.68,7.48,-1.06,-10.36,-47.6,-43.74,49.1,4.49,7.14,-6.24,-31.42,-52.66
DE,18.44,18.12,-0.31,1.44,1904572,0.42,3.29,9.04,1.72,0.33,9.23,58.3,2.59,2.74,6.03,6.03,-4.78
