ticker,open,close,chg_pct,gap_pct,vol,relvol,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,rsi14,volatility_1m,atr14_pct,dist_sma50,dist_sma200,pct_52wh
BEEM,8.0,6.75,-15.62,0.0,66,0.23,-10.0,-10.0,27.36,0.0,-3.57,40.3,5.91,12.27,-18.82,-1.39,-32.5
LRMR,509.76,486.72,-7.35,-2.97,47525,2.12,-7.31,18.49,12.64,-2.15,31.18,52.5,3.83,5.95,6.25,11.09,-21.0
INVE,4.06,3.85,-7.0,-1.93,31083,0.68,-9.84,-12.3,-36.47,-54.76,-73.95,40.0,4.88,10.47,-10.9,-54.46,-74.06
ITRN,16.58,15.73,-6.61,-1.59,30801,4.19,-8.58,-10.23,-14.44,-5.73,0.74,28.2,2.09,3.93,-12.79,-7.6,-17.55
CAT,53.93,53.61,-6.27,-5.7,27721748,2.93,-11.15,-8.69,-23.42,-16.18,-26.53,27.0,2.19,3.03,-13.49,-19.77,-36.57
TEX,16.05,15.55,-5.45,-2.41,3820468,1.78,-15.3,-19.69,-29.03,-35.99,-40.39,22.7,2.69,5.31,-23.26,-31.92,-47.5
EFOI,407.4,396.55,-5.35,-2.76,32922,0.76,-24.87,-32.36,37.5,117.05,128.76,36.0,10.81,20.87,-26.22,38.54,-59.3
IRDM,6.75,6.4,-5.19,0.0,1627713,1.66,-8.96,-5.19,-35.03,-32.13,-33.88,33.5,2.6,4.22,-9.9,-29.27,-42.39
SPXC,12.61,12.18,-4.69,-1.3,27508201,6.83,-13.94,-11.86,-31.39,-42.11,-43.15,24.8,2.59,4.15,-19.84,-35.76,-48.99
EXTR,3.45,3.33,-4.58,-1.15,713488,0.65,-3.76,24.25,20.22,7.42,-6.72,57.3,3.4,5.26,18.08,12.86,-31.34
GRID,27.88,27.88,-4.46,-4.46,412,0.4,-5.69,-12.46,-18.15,-13.01,-14.44,37.2,3.84,3.02,-10.7,-13.62,-20.07
IOVA,6.9,6.7,-4.29,-1.43,541097,1.13,-13.44,11.85,-27.02,-42.19,-16.77,40.5,4.29,8.06,-12.73,-28.04,-53.76
ALT,51.77,49.99,-4.08,-0.68,2390,1.32,-4.08,-3.43,-18.97,-16.07,-18.02,43.4,4.67,6.39,-9.16,-14.79,-26.94
CNH,5.48,5.44,-3.95,-3.36,2669990,1.63,-13.33,-17.05,-29.66,-17.09,-14.88,23.0,2.18,3.23,-21.0,-20.75,-31.85
SYNA,68.17,66.09,-3.88,-0.86,1626164,2.46,-11.35,-2.69,-26.42,-19.49,2.86,33.0,2.48,4.07,-11.23,-17.41,-34.87
QURE,27.48,26.5,-3.71,-0.15,255242,0.61,-15.87,12.29,-12.43,7.64,80.15,46.7,4.98,9.55,-0.48,6.65,-21.2
QUIK,23.8,22.96,-3.53,0.0,6020,0.47,-8.38,33.33,-2.96,-11.83,-49.85,51.5,4.72,6.88,11.05,-15.51,-49.85
BWEN,2.44,2.5,-3.47,-5.71,59930,1.31,-23.31,-21.14,-39.61,-48.88,-55.99,17.6,3.11,5.8,-25.26,-42.51,-69.25
CAPR,46.0,45.1,-3.43,-1.5,1331,0.58,8.15,12.19,-11.74,-50.66,20.27,53.7,4.67,6.87,2.27,-18.36,-56.0
IONS,47.0,45.89,-3.23,-0.89,2063497,1.19,-16.82,-1.21,-25.97,-24.96,-25.47,34.2,3.46,5.45,-11.78,-25.15,-40.46
NVAX,188.4,183.8,-3.16,-0.74,203416,0.82,-11.38,-10.34,-17.28,21.24,59.55,36.0,4.05,7.24,-19.65,0.48,-35.01
STRL,4.38,4.29,-3.16,-1.13,52782,0.55,-4.45,-7.74,11.43,-4.67,-33.07,34.8,2.25,5.9,-8.87,-2.17,-53.11
CGNX,16.22,15.91,-3.09,-1.21,1867105,1.39,-12.18,0.93,-30.21,-29.21,-17.13,33.8,2.49,3.57,-12.69,-22.72,-34.42
PGEN,44.89,43.99,-3.06,-1.08,1539397,1.16,-9.43,3.36,-10.55,11.73,68.48,43.8,3.82,7.68,-13.56,3.61,-35.98
TSEM,13.12,12.76,-3.04,-0.3,473755,0.89,-8.4,8.78,-21.33,-23.78,-2.97,43.1,3.85,4.68,-4.62,-13.91,-28.91
VRDN,326.23,296.99,-2.94,6.62,7662,1.75,0.76,-6.38,-16.45,-44.77,-46.12,40.7,2.97,13.49,-11.64,-35.21,-73.6
MX,8.21,8.02,-2.91,-0.61,203035,0.74,-7.82,13.92,2.56,49.07,-37.78,41.8,3.92,5.0,-5.49,-5.06,-47.34
